Genus	Sum	Percent	KOrtholog	Host_Genus
g__Cryptobacterium	3.484	3.10974249118579	K03574	Pan
g__Desulfovibrio	0	0	K03574	Pan
g__Erysipelothrix	0	0	K03574	Pan
g__Escherichia	0.303	0.27045119828625	K03574	Pan
g__Exiguobacterium	0	0	K03574	Pan
g__Faecalibacterium	0	0	K03574	Pan
g__Filifactor	2.317	2.06810371758825	K03574	Pan
g__Haemophilus	0	0	K03574	Pan
g__Klebsiella	0	0	K03574	Pan
g__Kocuria	0.072	0.0642656312759406	K03574	Pan
g__Leptotrichia	0	0	K03574	Pan
g__Lysinibacillus	10.91	9.73802829472933	K03574	Pan
g__Macrococcus	0	0	K03574	Pan
g__Methanobrevibacter	0	0	K03574	Pan
g__Micrococcus	0	0	K03574	Pan
g__Micromonospora	4.765	4.25313518097023	K03574	Pan
g__Morganella	0.762	0.680144597670371	K03574	Pan
g__Neisseria	0	0	K03574	Pan
g__Nitrosomonas	0	0	K03574	Pan
g__Olsenella	26.04	23.2427366447985	K03574	Pan
g__Paracoccus	1.699	1.51649038246976	K03574	Pan
g__Prevotella	0.519	0.463248092114072	K03574	Pan
g__Propionibacterium	52.439	46.8059088677645	K03574	Pan
g__Pseudomonas	0.149	0.13299415361271	K03574	Pan
g__Rahnella	0	0	K03574	Pan
g__Ralstonia	0	0	K03574	Pan
g__Rhodococcus	0	0	K03574	Pan
g__Rhodopseudomonas	0.183	0.163341812826349	K03574	Pan
g__Rothia	0.137	0.12228321506672	K03574	Pan
g__Staphylococcus	0	0	K03574	Pan
g__Stenotrophomonas	0.366	0.326683625652698	K03574	Pan
g__Streptococcus	2.572	2.29571116169054	K03574	Pan
g__Streptomyces	0	0	K03574	Pan
g__Streptosporangium	0	0	K03574	Pan
g__Veillonella	0	0	K03574	Pan
unclassified	0	0	K03574	Pan
Total	112.035	100	K03574	Pan
g__Acidovorax	0	0	K03574	Gorilla
g__Actinobacillus	0.803	0.337930250859555	K03574	Gorilla
g__Aeromonas	0.318	0.133825429356586	K03574	Gorilla
g__Aggregatibacter	21.933	9.23016711345282	K03574	Gorilla
g__Atopobium	0	0	K03574	Gorilla
g__Bacillus	0	0	K03574	Gorilla
g__Bifidobacterium	8.223	3.46052360251322	K03574	Gorilla
g__Blautia	0	0	K03574	Gorilla
g__Chlorobium	0	0	K03574	Gorilla
g__Clostridium	0	0	K03574	Gorilla
g__Corynebacterium	0	0	K03574	Gorilla
g__Cryptobacterium	1.649	0.693956393110094	K03574	Gorilla
g__Desulfovibrio	1.585	0.667022973365373	K03574	Gorilla
g__Erysipelothrix	1.78	0.749085736650072	K03574	Gorilla
g__Escherichia	2.925	1.23094144927048	K03574	Gorilla
g__Exiguobacterium	6.891	2.8999718040762	K03574	Gorilla
g__Faecalibacterium	0	0	K03574	Gorilla
g__Filifactor	0.68	0.286167584787668	K03574	Gorilla
g__Haemophilus	0	0	K03574	Gorilla
g__Klebsiella	1.884	0.792852543735244	K03574	Gorilla
g__Kocuria	0	0	K03574	Gorilla
g__Leptotrichia	0	0	K03574	Gorilla
g__Lysinibacillus	0.119	0.0500793273378419	K03574	Gorilla
g__Macrococcus	0.24	0.101000324042706	K03574	Gorilla
g__Methanobrevibacter	0.915	0.385063735412818	K03574	Gorilla
g__Micrococcus	0	0	K03574	Gorilla
g__Micromonospora	0	0	K03574	Gorilla
g__Morganella	0	0	K03574	Gorilla
g__Neisseria	11.179	4.70451092697256	K03574	Gorilla
g__Nitrosomonas	0	0	K03574	Gorilla
g__Olsenella	15.219	6.40468304835811	K03574	Gorilla
g__Paracoccus	0	0	K03574	Gorilla
g__Prevotella	0	0	K03574	Gorilla
g__Propionibacterium	74.853	31.5007385648696	K03574	Gorilla
g__Pseudomonas	2.934	1.23472896142208	K03574	Gorilla
g__Rahnella	0	0	K03574	Gorilla
g__Ralstonia	0	0	K03574	Gorilla
g__Rhodococcus	0.163	0.068596053412338	K03574	Gorilla
g__Rhodopseudomonas	0	0	K03574	Gorilla
g__Rothia	26.361	11.0936230920408	K03574	Gorilla
g__Staphylococcus	1.64	0.690168880958493	K03574	Gorilla
g__Stenotrophomonas	0	0	K03574	Gorilla
g__Streptococcus	25.398	10.6883592918194	K03574	Gorilla
g__Streptomyces	0	0	K03574	Gorilla
g__Streptosporangium	0	0	K03574	Gorilla
g__Veillonella	0	0	K03574	Gorilla
unclassified	29.931	12.596002912176	K03574	Gorilla
Total	237.623	100	K03574	Gorilla
g__Acidovorax	0	0	K03574	Alouatta
g__Actinobacillus	0	0	K03574	Alouatta
g__Aeromonas	0	0	K03574	Alouatta
g__Aggregatibacter	55.241	50.7519867701778	K03574	Alouatta
g__Atopobium	0	0	K03574	Alouatta
g__Bacillus	0	0	K03574	Alouatta
g__Bifidobacterium	0.203	0.186503743855942	K03574	Alouatta
g__Blautia	0	0	K03574	Alouatta
g__Chlorobium	0	0	K03574	Alouatta
g__Clostridium	0	0	K03574	Alouatta
g__Corynebacterium	0.239	0.219578299416602	K03574	Alouatta
g__Cryptobacterium	0	0	K03574	Alouatta
g__Desulfovibrio	0	0	K03574	Alouatta
g__Erysipelothrix	0	0	K03574	Alouatta
g__Escherichia	0	0	K03574	Alouatta
g__Exiguobacterium	0	0	K03574	Alouatta
g__Faecalibacterium	0	0	K03574	Alouatta
g__Filifactor	0	0	K03574	Alouatta
g__Haemophilus	0	0	K03574	Alouatta
g__Klebsiella	0	0	K03574	Alouatta
g__Kocuria	0	0	K03574	Alouatta
g__Leptotrichia	0	0	K03574	Alouatta
g__Lysinibacillus	0	0	K03574	Alouatta
g__Macrococcus	0	0	K03574	Alouatta
g__Methanobrevibacter	0	0	K03574	Alouatta
g__Micrococcus	0	0	K03574	Alouatta
g__Micromonospora	0	0	K03574	Alouatta
g__Morganella	0	0	K03574	Alouatta
g__Neisseria	0	0	K03574	Alouatta
g__Nitrosomonas	0.306	0.281133722265607	K03574	Alouatta
g__Olsenella	0	0	K03574	Alouatta
g__Paracoccus	0	0	K03574	Alouatta
g__Prevotella	0	0	K03574	Alouatta
g__Propionibacterium	9.195	8.44779273278515	K03574	Alouatta
g__Pseudomonas	0	0	K03574	Alouatta
g__Rahnella	0	0	K03574	Alouatta
g__Ralstonia	0	0	K03574	Alouatta
g__Rhodococcus	0	0	K03574	Alouatta
g__Rhodopseudomonas	0	0	K03574	Alouatta
g__Rothia	0	0	K03574	Alouatta
g__Staphylococcus	0	0	K03574	Alouatta
g__Stenotrophomonas	0.52	0.477743580320639	K03574	Alouatta
g__Streptococcus	1.496	1.3744315310763	K03574	Alouatta
g__Streptomyces	0.462	0.424456796361799	K03574	Alouatta
g__Streptosporangium	0	0	K03574	Alouatta
g__Veillonella	0	0	K03574	Alouatta
unclassified	41.183	37.8363728237402	K03574	Alouatta
Total	108.845	100	K03574	Alouatta
g__Abiotrophia	3.84	0.24659550502631	K07052	Homo
g__Arthrobacter	0	0	K07052	Homo
g__Atopobium	2.375	0.152516751155595	K07052	Homo
g__Bacillus	0	0	K07052	Homo
g__Capnocytophaga	24.339	1.56299166584254	K07052	Homo
g__Citrobacter	0	0	K07052	Homo
g__Clostridium	0.19	0.0122013400924476	K07052	Homo
g__Erysipelothrix	0	0	K07052	Homo
g__Exiguobacterium	0	0	K07052	Homo
g__Filifactor	9.764	0.62702044559294	K07052	Homo
g__Flavobacterium	0	0	K07052	Homo
g__Fretibacterium	59.896	3.84637613777496	K07052	Homo
g__Fusobacterium	6.635	0.426083639544158	K07052	Homo
g__Kocuria	0	0	K07052	Homo
g__Lactococcus	0.38	0.0244026801848953	K07052	Homo
g__Leptotrichia	2.394	0.15373688516484	K07052	Homo
g__Lysinibacillus	0	0	K07052	Homo
g__Macrococcus	0	0	K07052	Homo
g__Methanobrevibacter	2.149	0.138003578203526	K07052	Homo
g__Micromonospora	0	0	K07052	Homo
g__Neisseria	11.937	0.766565245702881	K07052	Homo
g__Pantoea	0.142	0.00911889627961875	K07052	Homo
g__Porphyromonas	5.537	0.355572737325697	K07052	Homo
g__Prevotella	1.397	0.089711958469207	K07052	Homo
g__Propionibacterium	398.687	25.6027140917772	K07052	Homo
g__Pseudomonas	0	0	K07052	Homo
g__Staphylococcus	11.818	0.758923353750242	K07052	Homo
g__Streptococcus	930.98	59.7852821014047	K07052	Homo
g__Tannerella	81.395	5.22698987802513	K07052	Homo
g__Treponema	2.512	0.161314559538044	K07052	Homo
unclassified	0.839	0.0538785491450714	K07052	Homo
Total	1557.206	100	K07052	Homo
g__Abiotrophia	0	0	K07052	Pan
g__Arthrobacter	0	0	K07052	Pan
g__Atopobium	0	0	K07052	Pan
g__Bacillus	7.89	4.0916869781673	K07052	Pan
g__Capnocytophaga	0	0	K07052	Pan
g__Citrobacter	0	0	K07052	Pan
g__Clostridium	0.212	0.109941399159882	K07052	Pan
g__Erysipelothrix	0	0	K07052	Pan
g__Exiguobacterium	0	0	K07052	Pan
g__Filifactor	3.305	1.71394492558212	K07052	Pan
g__Flavobacterium	0.093	0.0482290100088161	K07052	Pan
g__Fretibacterium	84.804	43.9786340299746	K07052	Pan
g__Fusobacterium	2.594	1.34522636519214	K07052	Pan
g__Kocuria	0.2	0.103718301094228	K07052	Pan
g__Lactococcus	0	0	K07052	Pan
g__Leptotrichia	0	0	K07052	Pan
g__Lysinibacillus	6.403	3.32054140953171	K07052	Pan
g__Macrococcus	0.948	0.491624747186641	K07052	Pan
g__Methanobrevibacter	0	0	K07052	Pan
g__Micromonospora	2.594	1.34522636519214	K07052	Pan
g__Neisseria	0	0	K07052	Pan
g__Pantoea	0	0	K07052	Pan
g__Porphyromonas	15.78	8.1833739563346	K07052	Pan
g__Prevotella	0.597	0.309599128766271	K07052	Pan
g__Propionibacterium	25.663	13.3086138049059	K07052	Pan
g__Pseudomonas	0	0	K07052	Pan
g__Staphylococcus	0.367	0.190323082507908	K07052	Pan
g__Streptococcus	0.565	0.293004200591194	K07052	Pan
g__Tannerella	40.489	20.997251465021	K07052	Pan
g__Treponema	0.326	0.169060830783592	K07052	Pan
unclassified	0	0	K07052	Pan
Total	192.83	100	K07052	Pan
g__Abiotrophia	0	0	K07052	Gorilla
g__Arthrobacter	0.453	0.486082795029723	K07052	Gorilla
g__Atopobium	0	0	K07052	Gorilla
g__Bacillus	0	0	K07052	Gorilla
g__Capnocytophaga	3.03	3.25128227139086	K07052	Gorilla
g__Citrobacter	0.338	0.362684292980235	K07052	Gorilla
g__Clostridium	0	0	K07052	Gorilla
g__Erysipelothrix	1.169	1.25437259909436	K07052	Gorilla
g__Exiguobacterium	6.185	6.63669334935725	K07052	Gorilla
g__Filifactor	0.438	0.469987338240659	K07052	Gorilla
g__Flavobacterium	0	0	K07052	Gorilla
g__Fretibacterium	9.928	10.6530463334549	K07052	Gorilla
g__Fusobacterium	1.541	1.65353992746314	K07052	Gorilla
g__Kocuria	0	0	K07052	Gorilla
g__Lactococcus	0.419	0.449599759641179	K07052	Gorilla
g__Leptotrichia	0	0	K07052	Gorilla
g__Lysinibacillus	0.362	0.388437023842737	K07052	Gorilla
g__Macrococcus	0.532	0.570852200785458	K07052	Gorilla
g__Methanobrevibacter	0.29	0.311178831255231	K07052	Gorilla
g__Micromonospora	0	0	K07052	Gorilla
g__Neisseria	0	0	K07052	Gorilla
g__Pantoea	0	0	K07052	Gorilla
g__Porphyromonas	0.37	0.397021267463571	K07052	Gorilla
g__Prevotella	1.074	1.15243470609696	K07052	Gorilla
g__Propionibacterium	15.126	16.2306586260918	K07052	Gorilla
g__Pseudomonas	1.637	1.75655085091315	K07052	Gorilla
g__Staphylococcus	3.419	3.66869111745391	K07052	Gorilla
g__Streptococcus	19.152	20.5506792282765	K07052	Gorilla
g__Tannerella	26.769	28.723952185763	K07052	Gorilla
g__Treponema	0.962	1.03225529540528	K07052	Gorilla
unclassified	0	0	K07052	Gorilla
Total	93.194	100	K07052	Gorilla
g__Abiotrophia	0	0	K07052	Alouatta
g__Arthrobacter	0	0	K07052	Alouatta
g__Atopobium	0	0	K07052	Alouatta
g__Bacillus	0	0	K07052	Alouatta
g__Capnocytophaga	0	0	K07052	Alouatta
g__Citrobacter	0	0	K07052	Alouatta
g__Clostridium	0	0	K07052	Alouatta
g__Erysipelothrix	0.191	2.75772451631533	K07052	Alouatta
g__Exiguobacterium	0	0	K07052	Alouatta
g__Filifactor	0	0	K07052	Alouatta
g__Flavobacterium	0	0	K07052	Alouatta
g__Fretibacterium	0	0	K07052	Alouatta
g__Fusobacterium	0	0	K07052	Alouatta
g__Kocuria	0	0	K07052	Alouatta
g__Lactococcus	0	0	K07052	Alouatta
g__Leptotrichia	0	0	K07052	Alouatta
g__Lysinibacillus	0	0	K07052	Alouatta
g__Macrococcus	0.291	4.20155934161132	K07052	Alouatta
g__Methanobrevibacter	0	0	K07052	Alouatta
g__Micromonospora	0	0	K07052	Alouatta
g__Neisseria	0.648	9.35604966791799	K07052	Alouatta
g__Pantoea	0	0	K07052	Alouatta
g__Porphyromonas	5.612	81.0280103956107	K07052	Alouatta
g__Prevotella	0.184	2.65665607854461	K07052	Alouatta
g__Propionibacterium	0	0	K07052	Alouatta
g__Pseudomonas	0	0	K07052	Alouatta
g__Staphylococcus	0	0	K07052	Alouatta
g__Streptococcus	0	0	K07052	Alouatta
g__Tannerella	0	0	K07052	Alouatta
g__Treponema	0	0	K07052	Alouatta
unclassified	0	0	K07052	Alouatta
Total	6.926	100	K07052	Alouatta
g__Acidovorax	0	0	K15634	Homo
g__Aggregatibacter	22.984	0.867926010289439	K15634	Homo
g__Arcanobacterium	0	0	K15634	Homo
g__Arthrobacter	0	0	K15634	Homo
g__Bacillus	0	0	K15634	Homo
g__Bifidobacterium	0	0	K15634	Homo
g__Citrobacter	0	0	K15634	Homo
g__Clostridium	0	0	K15634	Homo
g__Corynebacterium	0	0	K15634	Homo
g__Debaryomyces	0	0	K15634	Homo
g__Desulfovibrio	0	0	K15634	Homo
g__Enterobacter	0	0	K15634	Homo
g__Erysipelothrix	0	0	K15634	Homo
g__Escherichia	0	0	K15634	Homo
g__Exiguobacterium	0	0	K15634	Homo
g__Filifactor	2.51	0.0947830789169202	K15634	Homo
g__Fretibacterium	33.714	1.27311423211356	K15634	Homo
g__Haemophilus	3.583	0.135301901099333	K15634	Homo
g__Klebsiella	0	0	K15634	Homo
g__Lactobacillus	0.217	0.00819439367528752	K15634	Homo
g__Lactococcus	0	0	K15634	Homo
g__Leptotrichia	5.372	0.20285844619191	K15634	Homo
g__Lysinibacillus	0	0	K15634	Homo
g__Malassezia	0.337	0.0127258556155387	K15634	Homo
g__Micrococcus	3.598	0.135868333841864	K15634	Homo
g__Micromonospora	0	0	K15634	Homo
g__Morganella	0	0	K15634	Homo
g__Neisseria	11.684	0.441213344249122	K15634	Homo
g__Olsenella	26.184	0.988764995362804	K15634	Homo
g__Prevotella	0	0	K15634	Homo
g__Propionibacterium	898.596	33.9329464471828	K15634	Homo
g__Pseudomonas	0.29	0.0109510330222736	K15634	Homo
g__Rhodococcus	0	0	K15634	Homo
g__Rothia	9.299	0.35115053818663	K15634	Homo
g__Streptococcus	1501.613	56.7041846540531	K15634	Homo
g__Streptomyces	0	0	K15634	Homo
g__Streptosporangium	1.092	0.0412363036562856	K15634	Homo
g__Variovorax	0.417	0.0157468302423728	K15634	Homo
unclassified	126.662	4.78303360230077	K15634	Homo
Total	2648.152	100	K15634	Homo
g__Acidovorax	0	0	K15634	Pan
g__Aggregatibacter	0	0	K15634	Pan
g__Arcanobacterium	0	0	K15634	Pan
g__Arthrobacter	0	0	K15634	Pan
g__Bacillus	0.583	0.496643609227519	K15634	Pan
g__Bifidobacterium	1.325	1.12873547551709	K15634	Pan
g__Citrobacter	0	0	K15634	Pan
g__Clostridium	0.155	0.132040753739735	K15634	Pan
g__Corynebacterium	0	0	K15634	Pan
g__Debaryomyces	0.092	0.078372576413262	K15634	Pan
g__Desulfovibrio	0	0	K15634	Pan
g__Enterobacter	1.922	1.63730534637271	K15634	Pan
g__Erysipelothrix	0	0	K15634	Pan
g__Escherichia	0.45	0.383344123760521	K15634	Pan
g__Exiguobacterium	0	0	K15634	Pan
g__Filifactor	1.738	1.48056019354619	K15634	Pan
g__Fretibacterium	3.009	2.56329437421201	K15634	Pan
g__Haemophilus	0	0	K15634	Pan
g__Klebsiella	0	0	K15634	Pan
g__Lactobacillus	0	0	K15634	Pan
g__Lactococcus	0	0	K15634	Pan
g__Leptotrichia	0	0	K15634	Pan
g__Lysinibacillus	1.017	0.866357719698777	K15634	Pan
g__Malassezia	0	0	K15634	Pan
g__Micrococcus	0	0	K15634	Pan
g__Micromonospora	2.16	1.8400517940505	K15634	Pan
g__Morganella	0.449	0.382492247929942	K15634	Pan
g__Neisseria	0	0	K15634	Pan
g__Olsenella	46.084	39.2578457763996	K15634	Pan
g__Prevotella	0.21	0.178893924421576	K15634	Pan
g__Propionibacterium	55.232	47.0508058745357	K15634	Pan
g__Pseudomonas	0	0	K15634	Pan
g__Rhodococcus	0.315	0.268340886632364	K15634	Pan
g__Rothia	0.975	0.830578934814461	K15634	Pan
g__Streptococcus	1.672	1.42433638872798	K15634	Pan
g__Streptomyces	0	0	K15634	Pan
g__Streptosporangium	0	0	K15634	Pan
g__Variovorax	0	0	K15634	Pan
unclassified	0	0	K15634	Pan
Total	117.388	100	K15634	Pan
g__Acidovorax	0	0	K15634	Gorilla
g__Aggregatibacter	0.888	0.398161641071629	K15634	Gorilla
g__Arcanobacterium	0.392	0.17576504876135	K15634	Gorilla
g__Arthrobacter	0.174	0.0780181593991705	K15634	Gorilla
g__Bacillus	0	0	K15634	Gorilla
g__Bifidobacterium	17.569	7.87759219818406	K15634	Gorilla
g__Citrobacter	1.434	0.642977244703509	K15634	Gorilla
g__Clostridium	0	0	K15634	Gorilla
g__Corynebacterium	0	0	K15634	Gorilla
g__Debaryomyces	0	0	K15634	Gorilla
g__Desulfovibrio	0.702	0.314762918955274	K15634	Gorilla
g__Enterobacter	0	0	K15634	Gorilla
g__Erysipelothrix	1.676	0.751485259500056	K15634	Gorilla
g__Escherichia	4.13	1.85181033516422	K15634	Gorilla
g__Exiguobacterium	2.669	1.19672682434705	K15634	Gorilla
g__Filifactor	0.419	0.187871314875014	K15634	Gorilla
g__Fretibacterium	1.531	0.686470126667414	K15634	Gorilla
g__Haemophilus	0	0	K15634	Gorilla
g__Klebsiella	0.357	0.160071740836229	K15634	Gorilla
g__Lactobacillus	1.936	0.86806411837238	K15634	Gorilla
g__Lactococcus	0.348	0.156036318798341	K15634	Gorilla
g__Leptotrichia	0	0	K15634	Gorilla
g__Lysinibacillus	0	0	K15634	Gorilla
g__Malassezia	0	0	K15634	Gorilla
g__Micrococcus	0	0	K15634	Gorilla
g__Micromonospora	0	0	K15634	Gorilla
g__Morganella	0	0	K15634	Gorilla
g__Neisseria	0	0	K15634	Gorilla
g__Olsenella	13.923	6.24279789261294	K15634	Gorilla
g__Prevotella	0	0	K15634	Gorilla
g__Propionibacterium	74.67	33.4805515076785	K15634	Gorilla
g__Pseudomonas	0.335	0.150207375854725	K15634	Gorilla
g__Rhodococcus	0.529	0.237193139782536	K15634	Gorilla
g__Rothia	55.508	24.8886896087883	K15634	Gorilla
g__Streptococcus	20.492	9.18820760004484	K15634	Gorilla
g__Streptomyces	0	0	K15634	Gorilla
g__Streptosporangium	0	0	K15634	Gorilla
g__Variovorax	0	0	K15634	Gorilla
unclassified	23.343	10.4665396256025	K15634	Gorilla
Total	223.025	100	K15634	Gorilla
g__Acidovorax	0	0	K15634	Alouatta
g__Aggregatibacter	96.999	32.7822257670951	K15634	Alouatta
g__Arcanobacterium	0	0	K15634	Alouatta
g__Arthrobacter	0	0	K15634	Alouatta
g__Bacillus	0	0	K15634	Alouatta
g__Bifidobacterium	0.233	0.0787457458709178	K15634	Alouatta
g__Citrobacter	0	0	K15634	Alouatta
g__Clostridium	0	0	K15634	Alouatta
g__Corynebacterium	0.267	0.0902365414057299	K15634	Alouatta
g__Debaryomyces	0	0	K15634	Alouatta
g__Desulfovibrio	0	0	K15634	Alouatta
g__Enterobacter	0	0	K15634	Alouatta
g__Erysipelothrix	0.218	0.0736762772526184	K15634	Alouatta
g__Escherichia	0	0	K15634	Alouatta
g__Exiguobacterium	0	0	K15634	Alouatta
g__Filifactor	0	0	K15634	Alouatta
g__Fretibacterium	0	0	K15634	Alouatta
g__Haemophilus	0	0	K15634	Alouatta
g__Klebsiella	0	0	K15634	Alouatta
g__Lactobacillus	0	0	K15634	Alouatta
g__Lactococcus	0	0	K15634	Alouatta
g__Leptotrichia	0	0	K15634	Alouatta
g__Lysinibacillus	0	0	K15634	Alouatta
g__Malassezia	0	0	K15634	Alouatta
g__Micrococcus	0	0	K15634	Alouatta
g__Micromonospora	0	0	K15634	Alouatta
g__Morganella	0	0	K15634	Alouatta
g__Neisseria	0.357	0.120653353115526	K15634	Alouatta
g__Olsenella	0	0	K15634	Alouatta
g__Prevotella	0	0	K15634	Alouatta
g__Propionibacterium	9.266	3.13157974781083	K15634	Alouatta
g__Pseudomonas	0	0	K15634	Alouatta
g__Rhodococcus	0	0	K15634	Alouatta
g__Rothia	0	0	K15634	Alouatta
g__Streptococcus	0.124	0.0419076072446086	K15634	Alouatta
g__Streptomyces	0.432	0.146000696207024	K15634	Alouatta
g__Streptosporangium	0	0	K15634	Alouatta
g__Variovorax	0	0	K15634	Alouatta
unclassified	187.993	63.5349742639976	K15634	Alouatta
Total	295.889	100	K15634	Alouatta
