mapping_type	genus	species	sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	Env	Description	Host_General	Host_Genus	Host_Common	Age	Location	total_number_raw_reads_before_clipmerge	total_number_reads_after_clipmerge_prior_mapping	total_number_merged_reads	mean_percent_merged_reads	total_number_reads_not_attempted_to_map	total_number_reads_mapped_prior_rmdup	total_number_duplicates_removed	total_number_reads_mapped_after_rmdup	mean_percent_endogenous_dna	mean_cluster_factor	mean_mean_fold_coverage	mean_std_dev_coverage	mean_percent_coverage_morethan_1x	mean_percent_coverage_morethan_2x	mean_percent_coverage_morethan_3x	mean_percent_coverage_morethan_4x	mean_percent_coverage_morethan_5x	total_number_reads_on_mitochondrium	mean_average_coverage_on_mitochondrium	mean_ratio_mitochondrion_to_nuclear	mean_frequency_damage_1st_base_3prime	mean_frequency_damage_2nd_base_3prime	mean_frequency_damage_1st_base_5prime	mean_frequency_damage_2nd_base_5prime	mean_average_fragment_length	mean_median_fragment_length	mean_percent_gc_content	total_unmapped_reads
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 21/29	OAK002	11529	11529	1972	9557	100	1.206	0.1333	0.924	8.69	1.74	0.66	0.35	0.24	0.035	0.0274	0.0291	0.0218	38.06	35	63.97	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 22/29	OAK005	83384	83384	7909	75475	100	1.105	1.2088	2.7894	42.66	23.74	13.13	7.83	5.4	0.0249	0.0237	0.0226	0.0225	43.7	39	64.14	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 27/29	TAF008	161263	161263	32620	128643	100	1.254	1.8905	3.0715	58.36	40.86	27.9	18.42	11.98	0.0421	0.0265	0.0423	0.0259	40.1	37	64.23	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 21/29	OAK002	207013	207013	34986	172027	100	1.203	2.8114	7.6326	66.01	51.13	39.17	29.36	21.31	0.0554	0.0429	0.0551	0.0428	39.72	37	30.89	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 22/29	OAK005	70508	70508	6462	64046	100	1.101	1.1739	2.7483	45.48	26.56	15.91	9.48	5.62	0.0471	0.0448	0.0481	0.0408	44.55	41	31.05	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 27/29	TAF008	8375	8375	1484	6891	100	1.215	0.1135	2.5415	2.2	0.44	0.34	0.3	0.27	0.0302	0.0263	0.0454	0.0304	40.03	37	49.02	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 21/29	OAK002	46782	46782	16231	30551	100	1.531	0.405	7.1014	16.31	3.32	1.34	0.86	0.63	0.0393	0.0269	0.0254	0.0275	42.59	37	60.28	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 22/29	OAK005	2439208	2439208	297082	2142126	100	1.139	41.4353	28.0971	91.96	90.08	88.87	87.95	87.17	0.0199	0.0169	0.0198	0.0166	62.16	58	62.28	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 27/29	TAF008	3888560	3888560	957486	2931074	100	1.327	40.247	32.8267	88.55	87.58	86.75	86.03	85.34	0.038	0.0193	0.0386	0.019	44.13	40	63	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 21/29	OAK002	367827	367827	66958	300869	100	1.223	4.0575	12.448	81.99	68.59	51.88	35.78	23.12	0.04	0.0219	0.0408	0.0217	39.46	36	62.67	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 22/29	OAK005	11504	11504	1195	10309	100	1.116	0.1489	2.0498	4.42	1.48	1.01	0.78	0.62	0.0332	0.0282	0.0373	0.0261	42.27	37	59.37	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 27/29	TAF008	726856	726856	149544	577312	100	1.259	8.1826	5.7077	88.25	85.79	83.2	79.9	75.44	0.0263	0.0124	0.0263	0.013	41.47	38	64.9	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 21/29	OAK002	28734	28734	7875	20859	100	1.378	0.3391	6.3132	11.79	1.46	0.57	0.42	0.36	0.0386	0.0245	0.0322	0.0228	38.28	35	53.05	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 22/29	OAK005	5254	5254	413	4841	100	1.085	0.0845	1.7155	2.17	0.82	0.48	0.34	0.28	0.025	0.0232	0.043	0.0352	41.1	37	53.12	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 27/29	TAF008	25796	25796	4967	20829	100	1.238	0.3498	2.4998	15.8	4.17	2.31	1.63	1.25	0.0353	0.0183	0.0402	0.0162	39.55	37	51.04	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 21/29	OAK002	27539	27539	8321	19218	100	1.433	0.2122	4.9566	13.23	1.72	0.3	0.12	0.09	0.0427	0.0297	0.0385	0.0295	38.74	36	50.28	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 22/29	OAK005	28384	28384	2776	25608	100	1.108	0.3058	1.9085	22.05	4.96	1.04	0.3	0.14	0.0351	0.0333	0.0319	0.0302	41.9	38	48.96	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 27/29	TAF008	11857	11857	2946	8911	100	1.331	0.0982	2.0545	6.49	0.76	0.23	0.13	0.08	0.0379	0.0275	0.0555	0.0335	38.65	36	49.27	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 21/29	OAK002	2139705	2139705	378471	1761234	100	1.215	21.7828	21.9652	91.42	87.83	85.03	82.39	79.68	0.0351	0.0266	0.035	0.0262	42.66	38	66.11	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 22/29	OAK005	1422081	1422081	149088	1272993	100	1.117	18.2852	10.451	92.42	90.22	88.58	87.18	85.92	0.0195	0.014	0.02	0.014	49.54	43	66.7	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 27/29	TAF008	1326720	1326720	287096	1039624	100	1.276	13.7345	9.569	87.91	85.93	84.27	82.73	81.1	0.0291	0.0132	0.0301	0.0129	45.57	41	66.9	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 21/29	OAK002	35065	35065	17623	17442	100	2.01	0.3272	9.3186	3.46	1.19	0.69	0.53	0.45	0.043	0.0379	0.0486	0.04	38.78	35	56.84	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 22/29	OAK005	10205	10205	1705	8500	100	1.201	0.1647	3.5063	4.77	1.6	0.78	0.49	0.35	0.0302	0.0349	0.0312	0.033	40.07	36	58.4	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 27/29	TAF008	16734	16734	5342	11392	100	1.469	0.2079	4.2567	5.09	1.74	0.94	0.64	0.49	0.0422	0.0409	0.0497	0.0349	37.73	35	58.52	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 21/29	OAK002	1410453	1410453	285489	1124964	100	1.254	22.5804	36.0604	88.74	84.3	80.57	77.02	73.55	0.0414	0.0346	0.041	0.0342	44.09	38	44.34	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 22/29	OAK005	21536	21536	2029	19507	100	1.104	0.4425	2.6269	18.76	7.95	4.12	2.28	1.36	0.0278	0.0312	0.0287	0.0302	49.84	42	47.85	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 27/29	TAF008	43586	43586	8573	35013	100	1.245	0.6647	4.0841	14.1	9.23	7.02	5.49	4.29	0.0543	0.0364	0.0615	0.0386	41.71	38	47.96	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 21/29	OAK002	3922155	3922155	811836	3110319	100	1.261	62.8757	47.7715	95.13	93.92	93	92.09	91.23	0.0396	0.0334	0.0386	0.0327	48.28	41	44.53	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 22/29	OAK005	58020	58020	5880	52140	100	1.113	1.2059	2.7774	54.65	29.43	14.8	7.09	3.46	0.0327	0.0291	0.0284	0.0306	55.24	48	45.57	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 27/29	TAF008	66646	66646	13270	53376	100	1.249	0.9556	4.2058	23.61	13.45	10.19	8.08	6.46	0.0558	0.0415	0.0641	0.0418	42.76	39	47.02	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 21/29	OAK002	30988	30988	10935	20053	100	1.545	0.2286	5.7468	9.94	1.16	0.32	0.22	0.18	0.0379	0.0262	0.038	0.0248	38.83	36	52.42	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 22/29	OAK005	160350	160350	14927	145423	100	1.103	1.9114	2.723	70.98	47.43	28.89	16.63	9.34	0.0209	0.0164	0.0208	0.0169	44.76	40	49.55	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 27/29	TAF008	179497	179497	35420	144077	100	1.246	1.7171	2.9361	66.37	42.34	25.22	14.49	8.09	0.0406	0.0227	0.0405	0.0228	40.59	37	48.82	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 21/29	OAK002	35057	35057	10767	24290	100	1.443	0.3694	5.1433	21.83	3.81	0.66	0.21	0.15	0.0378	0.0302	0.0373	0.0283	41.69	37	51.65	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	219760056	72308980	70497473	97.493	1811434	133118	16935	116183	0.184333333333333	1.14133333333333	6e-4	0.030966666666667	0.06	0	0	0	0	60	0.078439656386425	129.253333333333	0.027933333333333	0.021366666666667	0.027	0.0206	46.14	36	43.4666666666667	72175862
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 22/29	OAK005	52422	52422	5081	47341	100	1.107	0.7702	2.2045	42.41	18.37	7.73	3.14	1.27	0.0258	0.0283	0.029	0.0274	44.61	40	51.49	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	South_Africa	65053436	26750722	24849348	92.913	1901312	17092	1707	15385	0.064333333333333	1.10466666666667	6.66666666666667e-5	0.012166666666667	0.006666666666667	0	0	0	0	32	0.040859436296699	536.383333333333	0.020866666666667	0.027466666666667	0.023	0.0113	47.49	34.6666666666667	51.2433333333333	26733630
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 27/29	TAF008	55413	55413	11687	43726	100	1.267	0.6516	2.7176	39.03	13.96	4.67	1.59	0.59	0.0487	0.0308	0.0533	0.0307	40.86	37	50.21	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Epipalaeolithic	Morroco	128930050	52474486	49414725	94.1743333333333	3059722	113693	18015	95678	0.217	1.17133333333333	6.66666666667e-4	0.0287	0.06	0	0	0	0	37	0.051662743677953	77.6566666666667	0.0132	0.0094	0.0106	0.007	63	66.3333333333333	44.9733333333333	52360793
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 3/29	ECO002	1035605	1035605	132866	902739	100	1.147	9.861	8.1647	88.58	84.27	80.54	76.9	73.09	0.0376	0.0146	0.039	0.0153	38.57	36	72.09	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 4/29	ECO004	276942	276942	50521	226421	100	1.223	2.4096	4.1287	71.68	55.07	38.84	25.5	15.94	0.037	0.0139	0.0372	0.015	37.58	35	71.25	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	134246266	56901161	45232730	79.5183333333333	11668388	3621389	508285	3113104	6.37066666666667	1.15033333333333	0.0235	0.224033333333333	2.21	0.09	0.006666666666667	0.006666666666667	0	999	1.45404067837528	61.95	0.003966666666667	0.003666666666667	0.003566666666667	0.002533333333333	70.11	74.6666666666667	44.15	53279772
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 5/29	EMN001	1252897	1252897	209325	1043572	100	1.201	15.9759	32.7694	82.14	76.59	72.3	68.54	65.04	0.0269	0.0179	0.026	0.0168	54.06	47	70.29	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Palaeolithic	Spain	208944200	99227533	87965664	88.6336666666667	11261832	65633	8428	57205	0.066333333333333	1.14066666666667	4e-4	0.0251	0.036666666666667	0	0	0	0	26	NaN	62.87	0.014333333333333	0.007866666666667	0.011133333333333	0.008266666666667	65.34	73.6666666666667	45.4866666666667	99161900
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 3/29	ECO002	25985	25985	3655	22330	100	1.164	0.3695	2.2884	21.72	6.45	1.89	0.62	0.3	0.0664	0.0378	0.0713	0.042	37.75	35	49.46	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	Mesolithic	Spain	107186852	37977768	35698069	93.991	2279676	131374	17431	113943	0.345666666666667	1.147	8e-4	0.031033333333333	0.08	0	0	0	0	64	0.098155189409942	122.276666666667	0.010433333333333	0.009766666666667	0.010366666666667	0.007	67.79	75.3333333333333	43.7833333333333	37846394
