#SampleID	BarcodeSequence	LinkerPrimerSequence	Study	Accession_ID	SourceSink	Env	Description	Host_General	Host_Genus	Host_Common	Code	Is_Oral	Age	Location	Site	ToothSource	Type	LabProtocol	ScreeningDeepData	NCBI Project ID	individual_id	SumSampleWeight_mg	SumExtractionConcentration_ng_ul	SumLibraryConcentration_copies_ul	Sample_or_Control	Individual_Seq_Depth	Individual_Seq_Depth_NonHuman	Percentage_Hits	Percentage_Hits_with_Taxonomy	Min_Support_Reads_Threshold_MALT	Min_Support_Reads_Threshold_MALT_refseq	Min_Support_Reads_Threshold_MP2	Proportion_EnvironmentalControl	Proportion_SD_EnvironmentalControl	Proportion_ruralGut	Proportion_SD_ruralGut	Proportion_sediment	Proportion_SD_sediment	Proportion_skin	Proportion_SD_skin	Proportion_subPlaque	Proportion_SD_subPlaque	Proportion_supPlaque	Proportion_SD_supPlaque	Proportion_urbanGut	Proportion_SD_urbanGut	Proportion_Unknown	Proportion_SD_Unknown	Proportion_This_Env	Proportion_SD_This_Env
TAF008.B0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG1	Calculus	Epipalaeolithic	Morroco	Taforalt	Canine	Calculus	B.3	Both	NA	TAF008	3.1	0	157600	Sample	11620086	11524885	31.4366000181	31.4363830962	362	544	93	2e-04	0.000632455532033676	0.1247	0.0289676064289444	0.3262	0.017643380880344	0.003	0.0038873012632302	0.3383	0.0157624730152205	0	0	0.0182	0.019998888858023	0.1894	0.0146984504096331	NA	NA
TAF016.B0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG1	Calculus	Epipalaeolithic	Morroco	Taforalt	Canine	Calculus	B.3	Screening	NA	TAF016	0	0.0255	10960	Sample	5938606	4769590	24.109472722	24.1073132072	114	132	0	0.6045	0.0161262381092292	0	0	0.05	0.0179567381348742	0.0354	0.0047656176001764	0	0	0	0	1e-04	0.000316227766016838	0.31	0.0111952370824978	NA	NA
TAF017.A0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG1	Calculus	Epipalaeolithic	Morroco	Taforalt	Molar	Calculus	B.3	Screening	NA	TAF017	6	0	NA	Sample	13103693	19456044	27.178541537	27.1771486537	528	371	42	0.1468	0.0118958442790376	0.0155	0.0149461998142969	0.1991	0.0143793833896543	0.0202	0.0109828148587792	0.1981	0.0082522724143111	3e-04	0.000948683298050514	0.0145	0.0111080551353011	0.4055	0.0128170892864869	NA	NA
TAF018.A0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_1	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG1	Calculus	Epipalaeolithic	Morroco	Taforalt	Molar	Calculus	B.3	Screening	NA	TAF018	3.9	0	NA	Sample	15204802	14681780	25.5307735166	25.5302150012	374	552	115	0.0812	0.011905180945006	0.0027	0.00853814968245462	0.3859	0.0239835591835555	0.0739	0.0105667192427714	0.2432	0.0403093592661114	0.1451	0.0326477836579725	0.015	0.0133832399332565	0.053	0.0106144555520604	NA	NA
ECO002.B0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Mesolithic	Spain	El Collado	Multiple	Calculus	B.3	Both	NA	ECO002	20	0.104	NA	Sample	24822418	24662284	22.9265180792	22.9258003841	565	779	117	0	0	3e-04	0.000948683298050514	0.4041	0.011742136848878	3e-04	0.000948683298050514	0.2586	0.0106999480787941	0	0	0.1159	0.0129396032911884	0.2208	0.0117454482909575	NA	NA
ECO004.B0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Mesolithic	Spain	El Collado	Multiple	Calculus	B.3	Both	NA	ECO004	4.5	0	NA	Sample	20898179	20400171	21.541687077	21.5400498359	439	595	162	0.0024	0.00558171618371586	0.0022	0.00484882574559151	0.5085	0.0256958708312791	0.0474	0.0128426373200108	0.2078	0.00651152823843988	0	0	0.0898	0.0154258081005682	0.1419	0.010439774369635	NA	NA
ECO006.B0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Mesolithic	Spain	El Collado	Premolar	Calculus	B.3	Screening	NA	ECO006	2.6	0	5513000	Sample	10587665	10488914	8.0043177015	7.9999702543	83	114	8	0.4248	0.0115258164328799	0	0	0.4734	0.0127645341996225	9e-04	0.00284604989415154	0	0	0	0	0	0	0.1009	0.0085693251387337	NA	NA
ECO010.B0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Mesolithic	Spain	El Collado	Molar	Calculus	B.3	Screening	NA	ECO010	5.1	0.11	148700000	Sample	12320812	12246134	17.9660536133	17.9658413014	220	270	29	0	0	0.0121	0.020206984491067	0.2427	0.0155424150847501	0	0	0.2035	0.00723033732116128	3e-04	0.000948683298050514	0.1288	0.0240222119436714	0.4126	0.00970910225853382	NA	NA
EMN001.A0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Palaeolithic	Spain	El Miron	Premolar	Calculus	B.3	Both	NA	EMN001	0	0	17440000	Sample	12639045	12579489	19.6866104816	19.6863322509	247	539	209	0	0	2e-04	0.000632455532033676	0.3823	0.0200557556161151	0.0291	0.00672392081386382	0.2651	0.0390596410064859	0.1441	0.0373733416577467	0.0325	0.0150351440151252	0.1467	0.0115571045970289	NA	NA
OFN001.A0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Palaeolithic	Germany	Grosse Ofnet Hoehle	NA	Calculus	B.3	Screening	NA	OFN001	0	0	28950000	Sample	12573910	12400690	28.5132520851662	28.5124214862237	353	544	83	0	0	0	0	0.3437	0.0192472220217764	0.003	0.004	0.5067	0.0106254411673116	0	0	0	0	0.1466	0.0150643065998184	NA	NA
PLV001.A0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Palaeolithic	Czech_Republic	Pavlov	Premolar	Calculus	B.3	Screening	NA	PLV001	0	0	5603000	Sample	11670577	11431381	19.1569942424279	19.1562594230741	218	348	94	0	0	0.0112	0.0160955480387176	0.1232	0.0104434987751551	0	0	0	0	0.2799	0.00822529972435992	0.0258	0.0210755255635008	0.5599	0.00956207787739323	NA	NA
RIG001.A0101	NA	NA	This_study	NA	sink	PreagriculturalHuman_2	Homo_sapiens_sapiens	PreagriculturalHuman	Homo	Homo (Modern Human)	HG2	Calculus	Mesolithic	France	Rigney	Multiple	Calculus	B.3	Screening	NA	RIG001	0	0	3006000	Sample	26219271	26077448	18.1355399500749	18.135263849438	472	881	197	0	0	1e-04	0.000316227766016838	0.2028	0.0167584141387079	2e-04	0.000632455532033676	0.2672	0.0292529200821616	0.0898	0.0278120677244809	0.0781	0.0159961800995668	0.3618	0.0159916644953968	NA	NA
ESA003.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	Morroco	Essaouira	Multiple	Calculus	B.3	Screening	NA	ESA003	7.1	3.2	218600000	Sample	10175536	10129501	39.7853951542	39.7851384782	403	593	159	0	0	0.0117	0.0138648235954639	0.2078	0.0137743723389973	0.0044	0.00521109926556341	0.638	0.0413198902870438	0.0462	0.0387722695865085	0.0027	0.00592640044396447	0.0892	0.00795543140809403	NA	NA
ESA004.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	Morroco	Essaouira	Multiple	Calculus	B.3	Screening	NA	ESA004	9.8	1.12	299800000	Sample	7856208	7824141	34.0198112483	34.0192105434	266	369	88	0	0	0.0036	0.00764780287983999	0.3664	0.0117964213029018	0.0017	0.00262678510731274	0.5257	0.0152901566011892	0.005	0.0158113883008419	0.01	0.00910433352249844	0.0876	0.00836925590745345	NA	NA
ESA006.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	Morroco	Essaouira	Multiple	Calculus	B.3	Screening	NA	ESA006	14.5	0.241	139500000	Sample	11274114	11233426	33.8263144298	33.8249524232	379	520	114	0.0018	0.00569209978830308	0	0	0.2732	0.0104221985311268	8e-04	0.0025298221281347	0.5622	0.00881665091365949	1e-04	0.000316227766016838	3e-04	0.000948683298050514	0.1616	0.00724492159301182	NA	NA
ESA007.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	Morroco	Essaouira	Multiple	Calculus	B.3	Screening	NA	ESA007	9.7	3.2	1072000000	Sample	9967273	9903431	33.429374123	33.4288086624	331	475	72	0	0	0.0694	0.0304966300506211	0.1909	0.0143174330411876	0	0	0.5249	0.0135273385737509	0	0	0.0038	0.00806639117986889	0.211	0.0100443461155462	NA	NA
ESA008.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	Morroco	Essaouira	Multiple	Calculus	B.3	Screening	NA	ESA008	9.7	3.38	874200000	Sample	9162818	9119930	31.2336936797	31.2333537648	284	435	80	1e-04	0.000316227766016838	0.0254	0.0230853488891403	0.2144	0.0244140214721877	0	0	0.5749	0.0180212837130618	0	0	0.0128	0.0168245851855749	0.1724	0.0129288652075716	NA	NA
PYK001.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	South_Africa	Polyoak	Multiple	Calculus	B.3	Screening	NA	PYK001	9.2	0.286	450700000	Sample	15328223	15248245	20.4166905765	20.4053384504	311	445	65	0.1368	0.019724772918	0	0	0.3521	0.0351676935079153	0.0096	0.00868203765125318	0.3226	0.00939503414930818	0	0	0.0234	0.0106687497965892	0.1555	0.0113749236871677	NA	NA
PYK002.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	South_Africa	Polyoak	Incisor	Calculus	B.3	Screening	NA	PYK002	3.7	0.344	731900000	Sample	17328324	17218978	26.181675823	26.1789578917	450	819	259	3e-04	0.000948683298050514	0.0026	0.00822192191643779	0.2975	0.0247801443812492	1e-04	0.000316227766016838	0.6026	0.015049547796824	0	0	0.008	0.0116332855777434	0.0889	0.0074751439971266	NA	NA
PYK003.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	South_Africa	Polyoak	Multiple	Calculus	B.3	Screening	NA	PYK003	3.6	0.036	407500000	Sample	14780665	14732223	24.8523525608	24.8512122033	366	584	141	0	0	0.1184	0.0166946431860975	0.2411	0.0155809713004892	0	0	0.445	0.012719189352226	0	0	0.0021	0.0066407830863536	0.1934	0.0174623404311488	NA	NA
PYK004.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	South_Africa	Polyoak	Incisor	Calculus	B.3	Screening	NA	PYK004	4.5	0	1672000000	Sample	16765146	16708305	35.8049963776	35.8045654541	598	996	320	0	0	0	0	0.2209	0.00707813534767456	0.0018	0.00361478445646026	0.6184	0.0155649178175366	0.0031	0.00945691986501595	0.029	0.0105619863451699	0.1268	0.0101958597261612	NA	NA
PYK005.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_1	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA1	Calculus	Historical	South_Africa	Polyoak	Molar	Calculus	B.3	Screening	NA	PYK005	4.8	0.995	1621000000	Sample	21523136	21468513	23.8034883925	23.8031763076	511	849	239	0	0	0.1352	0.0177688866655549	0.0645	0.0335203089351979	0	0	0.2184	0.0162083654669776	0	0	0	0	0.5819	0.0142863571283935	NA	NA
BSQ001.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_2	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA2	Calculus	Historical	Spain	Unknown	Multiple	Calculus	B.3	Screening	NA	BSQ001	12.6	0.37	166200000	Sample	10907303	10866912	13.4173719268	13.4168381965	145	126	14	0.0408	0.00906519595914935	0.0062	0.019606121493044	0.3637	0.0212344060430237	0	0	0.2924	0.0109969692794576	0	0	0.1036	0.020484140206511	0.1933	0.0082872056676408	NA	NA
LIS001.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_2	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA2	Calculus	Historical	Portugal	Lisbon	Multiple	Calculus	B.3	Screening	NA	LIS001	0	0.8	323800000	Sample	10650194	10615930	33.4152730849	33.4150470095	354	525	137	0	0	0.1096	0.0221168613405147	0.3342	0.0264062282215558	0	0	0.435	0.0148623312064053	1e-04	0.000316227766016838	0.0025	0.00531768537784794	0.1186	0.00939503414930817	NA	NA
LIS002.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_2	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA2	Calculus	Historical	Portugal	Lisbon	Multiple	Calculus	B.3	Screening	NA	LIS002	15.3	2.18	270800000	Sample	11617006	11561710	29.0428232502	29.0426416162	335	474	78	0	0	0.0446	0.0290141727819737	0.3627	0.0186312163377012	0	0	0.3956	0.0165274182967442	0	0	0.008	0.0171010071178409	0.1891	0.00942160637400368	NA	NA
LIS003.A0101	NA	NA	This_study	NA	sink	PreantibioticHuman_2	Homo_sapiens_sapiens	PreantibioticHuman	Homo	Homo (Modern Human)	HA2	Calculus	Historical	Portugal	Lisbon	Multiple	Calculus	B.3	Screening	NA	LIS003	11.1	6.9	299700000	Sample	10478999	10417160	31.6170626159	31.6168514259	329	556	212	0	0	0.0109	0.0191511531419564	0.3382	0.0236539872138105	0	0	0.5037	0.00801457006540797	0	0	0.0197	0.0200058324828869	0.1275	0.00936008072139931	NA	NA
SRR1761698	NA	NA	ObregonTito2015	SRR1761698	source	ruralGut	Matses_gut	gut	Gut	Gut	GR1	Not_Oral	ModernDay	Peru	Unknown	NA	NA	NA	NA	PRJNA268964	SRR1761698	NA	NA	NA	Sample	50125762	50124132	28.9409300893	28.940660758	1450	2396	820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761705	NA	NA	ObregonTito2015	SRR1761705	source	ruralGut	Matses_gut	gut	Gut	Gut	GR1	Not_Oral	ModernDay	Peru	Unknown	NA	NA	NA	NA	PRJNA268964	SRR1761705	NA	NA	NA	Sample	43135531	43133339	14.3705869838	14.3701650364	619	1289	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761710	NA	NA	ObregonTito2015	SRR1761710	source	ruralGut	Matses_gut	gut	Gut	Gut	GR1	Not_Oral	ModernDay	Peru	Unknown	NA	NA	NA	NA	PRJNA268964	SRR1761710	NA	NA	NA	Sample	40041269	40040055	22.3335132781	22.3332135783	894	2128	620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761718	NA	NA	ObregonTito2015	SRR1761718	source	ruralGut	Matses_gut	gut	Gut	Gut	GR1	Not_Oral	ModernDay	Peru	Unknown	NA	NA	NA	NA	PRJNA268964	SRR1761718	NA	NA	NA	Sample	43880225	43877103	19.0412958668	19.0407944663	835	2107	581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1761721	NA	NA	ObregonTito2015	SRR1761721	source	ruralGut	Matses_gut	gut	Gut	Gut	GR1	Not_Oral	ModernDay	Peru	Unknown	NA	NA	NA	NA	PRJNA268964	SRR1761721	NA	NA	NA	Sample	43668569	43665784	17.6088605211	17.6081185214	768	1887	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1929408	NA	NA	Rampelli‎2015	SRR1929408	source	ruralGut	Hadza_gut	gut	Gut	Gut	GR2	Not_Oral	ModernDay	Tanzania	Unknown	NA	NA	NA	NA	PRJNA278393	SRR1929408	NA	NA	NA	Sample	59782659	59782411	17.9594412811	17.9521715844	1073	2251	630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1930121	NA	NA	Rampelli‎2015	SRR1930121	source	ruralGut	Hadza_gut	gut	Gut	Gut	GR2	Not_Oral	ModernDay	Tanzania	Unknown	NA	NA	NA	NA	PRJNA278393	SRR1930121	NA	NA	NA	Sample	68362818	68362509	13.3249059071	13.3178435566	910	2203	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1930123	NA	NA	Rampelli‎2015	SRR1930123	source	ruralGut	Hadza_gut	gut	Gut	Gut	GR2	Not_Oral	ModernDay	Tanzania	Unknown	NA	NA	NA	NA	PRJNA278393	SRR1930123	NA	NA	NA	Sample	73941254	73940528	11.0220635698	11.014818558	814	2699	424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1930141	NA	NA	Rampelli‎2015	SRR1930141	source	ruralGut	Hadza_gut	gut	Gut	Gut	GR2	Not_Oral	ModernDay	Tanzania	Unknown	NA	NA	NA	NA	PRJNA278393	SRR1930141	NA	NA	NA	Sample	61586458	61586289	15.0714747563	15.0649116072	928	2549	403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1930145	NA	NA	Rampelli‎2015	SRR1930145	source	ruralGut	Hadza_gut	gut	Gut	Gut	GR2	Not_Oral	ModernDay	Tanzania	Unknown	NA	NA	NA	NA	PRJNA278393	SRR1930145	NA	NA	NA	Sample	32302251	32301173	11.6186616505	11.6177576585	375	1121	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883418	NA	NA	Slon2017	ERR1883418	source	sediment	Sediment-chagyrskayaL5603	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883418	NA	NA	NA	Sample	15911739	15313919	10.582980098	10.582007127	162	138	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883419	NA	NA	Slon2017	ERR1883419	source	sediment	Sediment-chagyrskayaL5604	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883419	NA	NA	NA	Sample	15703602	14971987	12.3541451111	12.3534905554	184	140	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883420	NA	NA	Slon2017	ERR1883420	source	sediment	Sediment-chagyrskayaL5605	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883420	NA	NA	NA	Sample	17779835	17128621	10.1260048897	10.1249481788	173	166	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883421	NA	NA	Slon2017	ERR1883421	source	sediment	Sediment-chagyrskayaL5606	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883421	NA	NA	NA	Sample	16219073	15512230	7.2768970032	7.2748276682	112	112	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883422	NA	NA	Slon2017	ERR1883422	source	sediment	Sediment-chagyrskayaL5607	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883422	NA	NA	NA	Sample	19514239	16579390	6.2484325418	6.24659894	103	146	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883423	NA	NA	Slon2017	ERR1883423	source	sediment	Sediment-chagyrskayaL5608	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883423	NA	NA	NA	Sample	15554546	14450910	10.7424930333	10.7398150013	155	220	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883424	NA	NA	Slon2017	ERR1883424	source	sediment	Sediment-chagyrskayaL5609	sediment	Sediment	Sediment	SE1	Not_Oral	ModernDay	Russia	Chagyrskaya Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883424	NA	NA	NA	Sample	18474079	17758233	4.9407956298	4.9321911701	87	114	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883430	NA	NA	Slon2017	ERR1883430	source	sediment	denisovaEast-A2423	sediment	Sediment	Sediment	SE2	Not_Oral	ModernDay	Russia	Denisova Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883430	NA	NA	NA	Sample	15650207	14823024	9.34956322	9.3478226845	138	178	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883436	NA	NA	Slon2017	ERR1883436	source	sediment	denisovaEast-A2424	sediment	Sediment	Sediment	SE2	Not_Oral	ModernDay	Russia	Denisova Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883436	NA	NA	NA	Sample	21297058	20645139	11.0567238128	11.0555031865	228	302	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1883438	NA	NA	Slon2017	ERR1883438	source	sediment	denisovaEast-A2425	sediment	Sediment	Sediment	SE2	Not_Oral	ModernDay	Russia	Denisova Cave	NA	NA	NA	Screening	PRJEB18629	ERR1883438	NA	NA	NA	Sample	17742886	17270876	6.4047590869	6.3915229314	110	140	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1631060	NA	NA	Oh2016	SRR1631060	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR1631060	NA	NA	NA	Sample	30740748	30740601	31.0131086897	31.0101874716	953	1107	502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1631061	NA	NA	Oh2016	SRR1631061	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR1631061	NA	NA	NA	Sample	31571128	31570995	30.9325949341	30.9293989626	976	1133	518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1631063	NA	NA	Oh2016	SRR1631063	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR1631063	NA	NA	NA	Sample	34647618	34647437	31.1753449469	31.172011367	1080	1255	576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1631064	NA	NA	Oh2016	SRR1631064	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR1631064	NA	NA	NA	Sample	34889835	34889698	31.0304864204	31.0270613406	1082	1257	568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1633008	NA	NA	Oh2016	SRR1633008	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR1633008	NA	NA	NA	Sample	19880491	19880439	56.5703051125	56.5671160481	1124	1265	550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR3184100	NA	NA	Oh2016	SRR3184100	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR3184100	NA	NA	NA	Sample	26261747	26261725	62.8183639879	62.81573659	1649	1792	988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR3184876	NA	NA	Oh2016	SRR3184876	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR3184876	NA	NA	NA	Sample	40471750	40471677	40.2619861786	40.2615167145	1629	1740	1066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR3189411	NA	NA	Oh2016	SRR3189411	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR3189411	NA	NA	NA	Sample	19815217	19815178	68.4641944675	68.4628974819	1356	1429	783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR3189416	NA	NA	Oh2016	SRR3189416	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR3189416	NA	NA	NA	Sample	18295464	18295439	68.1865190554	68.1851361971	1247	1315	720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR3189418	NA	NA	Oh2016	SRR3189418	source	skin	palm-swab	skin	Skin	Skin	SK0	Not_Oral	ModernDay	USA	Washington DC	NA	NA	NA	NA	PRJNA46333	SRR3189418	NA	NA	NA	Sample	16666160	16666141	68.1038639959	68.1025139533	1135	1196	649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR061294	NA	NA	HMP2012	SRR061294	source	subPlaque	HMP_subPlaque	plaque	Plaque	Plaque	PB0	Plaque	ModernDay	USA	Unknown	NA	NA	NA	NA	PRJNA48479	SRR061294	NA	NA	NA	Sample	10381260	10375487	39.7867107346	39.7865854393	412	846	433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
