study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sample_title
PRJEB8420	SAMEA4521370	ERS1420549	ERX1771008	ERR1700720	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700720/ERR1700720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700720/ERR1700720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700720/ERR1700720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700720/ERR1700720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700720	Wells sample, mineral layer, OM0C0 treatment, replicate 3
PRJEB8420	SAMEA4521371	ERS1420550	ERX1771009	ERR1700721	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700721/ERR1700721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700721/ERR1700721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700721/ERR1700721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700721/ERR1700721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700721	Wells sample, organic layer, OM0C0 treatment, replicate 1
PRJEB8420	SAMEA4521372	ERS1420551	ERX1771010	ERR1700722	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700722/ERR1700722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700722/ERR1700722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700722/ERR1700722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700722/ERR1700722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/002/ERR1700722	Wells sample, organic layer, OM0C0 treatment, replicate 2
PRJEB8420	SAMEA4521373	ERS1420552	ERX1771011	ERR1700723	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700723/ERR1700723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700723/ERR1700723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700723/ERR1700723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700723/ERR1700723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM0C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/003/ERR1700723	Wells sample, organic layer, OM0C0 treatment, replicate 3
PRJEB8420	SAMEA4521374	ERS1420553	ERX1771012	ERR1700724	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700724/ERR1700724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700724/ERR1700724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700724/ERR1700724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700724/ERR1700724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1700724	Wells sample, mineral layer, OM1C0 treatment, replicate 1
PRJEB8420	SAMEA4521375	ERS1420554	ERX1771013	ERR1700725	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700725/ERR1700725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700725/ERR1700725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700725/ERR1700725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700725/ERR1700725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700725	Wells sample, mineral layer, OM1C0 treatment, replicate 2
PRJEB8420	SAMEA4521376	ERS1420555	ERX1771014	ERR1700726	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700726/ERR1700726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700726/ERR1700726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700726/ERR1700726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700726/ERR1700726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/006/ERR1700726	Wells sample, mineral layer, OM1C0 treatment, replicate 3
PRJEB8420	SAMEA4521377	ERS1420556	ERX1771015	ERR1700727	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700727/ERR1700727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700727/ERR1700727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700727/ERR1700727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700727/ERR1700727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700727	Wells sample, organic layer, OM1C0 treatment, replicate 1
PRJEB8420	SAMEA4521378	ERS1420557	ERX1771016	ERR1700728	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700728/ERR1700728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700728/ERR1700728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700728/ERR1700728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700728/ERR1700728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700728	Wells sample, organic layer, OM1C0 treatment, replicate 2
PRJEB8420	SAMEA4521379	ERS1420558	ERX1771017	ERR1700729	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700729/ERR1700729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700729/ERR1700729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700729/ERR1700729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700729/ERR1700729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM1C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700729	Wells sample, organic layer, OM1C0 treatment, replicate 3
PRJEB8420	SAMEA4521380	ERS1420559	ERX1771018	ERR1700730	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700730/ERR1700730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700730/ERR1700730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700730/ERR1700730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700730/ERR1700730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700730	Wells sample, mineral layer, OM2C0 treatment, replicate 1
PRJEB8420	SAMEA4521381	ERS1420560	ERX1771019	ERR1700731	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700731/ERR1700731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700731/ERR1700731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700731/ERR1700731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700731/ERR1700731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700731	Wells sample, mineral layer, OM2C0 treatment, replicate 2
PRJEB8420	SAMEA4521382	ERS1420561	ERX1771020	ERR1700732	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700732/ERR1700732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700732/ERR1700732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700732/ERR1700732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700732/ERR1700732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/002/ERR1700732	Wells sample, mineral layer, OM2C0 treatment, replicate 3
PRJEB8420	SAMEA4521383	ERS1420562	ERX1771021	ERR1700733	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700733/ERR1700733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700733/ERR1700733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700733/ERR1700733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/003/ERR1700733/ERR1700733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/003/ERR1700733	Wells sample, organic layer, OM2C0 treatment, replicate 1
PRJEB8420	SAMEA4521384	ERS1420563	ERX1771022	ERR1700734	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700734/ERR1700734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700734/ERR1700734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700734/ERR1700734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1700734/ERR1700734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1700734	Wells sample, organic layer, OM2C0 treatment, replicate 2
PRJEB8420	SAMEA4521385	ERS1420564	ERX1771023	ERR1700735	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700735/ERR1700735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700735/ERR1700735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700735/ERR1700735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700735/ERR1700735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM2C0_O3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700735	Wells sample, organic layer, OM2C0 treatment, replicate 3
PRJEB8420	SAMEA4521386	ERS1420565	ERX1771024	ERR1700736	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700736/ERR1700736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700736/ERR1700736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700736/ERR1700736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/006/ERR1700736/ERR1700736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M1-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M1-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/006/ERR1700736	Wells sample, mineral layer, OM3C0 treatment, replicate 1
PRJEB8420	SAMEA4521387	ERS1420566	ERX1771025	ERR1700737	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700737/ERR1700737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700737/ERR1700737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700737/ERR1700737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/007/ERR1700737/ERR1700737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M2-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M2-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/007/ERR1700737	Wells sample, mineral layer, OM3C0 treatment, replicate 2
PRJEB8420	SAMEA4521388	ERS1420567	ERX1771026	ERR1700738	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700738/ERR1700738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700738/ERR1700738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700738/ERR1700738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/008/ERR1700738/ERR1700738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M3-1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/JW_OM3C0_M3-2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/008/ERR1700738	Wells sample, mineral layer, OM3C0 treatment, replicate 3
PRJEB8420	SAMEA4521389	ERS1420568	ERX1771027	ERR1700739	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700739/ERR1700739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700739/ERR1700739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700739/ERR1700739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/009/ERR1700739/ERR1700739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/009/ERR1700739	Kurth sample, mineral layer, OM0C0 treatment, replicate 1
PRJEB8420	SAMEA4521390	ERS1420569	ERX1771028	ERR1700740	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700740/ERR1700740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700740/ERR1700740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700740/ERR1700740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1700740/ERR1700740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M2-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M2-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1700740	Kurth sample, mineral layer, OM0C0 treatment, replicate 2
PRJEB8420	SAMEA4521391	ERS1420570	ERX1771029	ERR1700741	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700741/ERR1700741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700741/ERR1700741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700741/ERR1700741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700741/ERR1700741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M3-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_M3-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700741	Kurth sample, mineral layer, OM0C0 treatment, replicate 3
PRJEB8420	SAMEA4521392	ERS1420571	ERX1771030	ERR1700742	410658	soil metagenome	Illumina HiSeq 2500	unspecified	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700742/ERR1700742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700742/ERR1700742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700742/ERR1700742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/002/ERR1700742/ERR1700742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O1-1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA739/ERA739734/fastq/TXA_OM0C0_O1-2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/002/ERR1700742	Kurth sample, organic layer, OM0C0 treatment, replicate 1
