sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_reads_mapped_prior_rmdup_qf	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	percent_endogenous_dna_qf	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	species	mapping_params
Sample 98/107	PYK005.A0101	21468513	44141	31734	619	31115	0.206	0.148	1.02	0.523	0.8243	36.98	11.62	2.8	0.57	0.12	0.0456	0.0398	0.0476	0.038	57.98	53	66.5	Pseudopropionibacterium_propionicum	strict
Sample 99/107	SPM001.A0101	4576676	788	102	92	10	0.017	0.002	10.2	1e-4	0.0136	0.01	0	0	0	0	0	0	0	0	44.6	40.5	64.8	Pseudopropionibacterium_propionicum	strict
Sample 100/107	SPM002.A0101	2095474	560	60	19	41	0.027	0.003	1.463	7e-4	0.0347	0.05	0.01	0	0	0	0	0	0	0	56.78	53	64.48	Pseudopropionibacterium_propionicum	strict
Sample 101/107	TAF008.B0101	11524885	206059	136862	19319	117543	1.788	1.188	1.164	1.6306	1.8011	63.61	42.99	26.49	14.99	7.9	0.2459	0.0947	0.2564	0.0989	47.85	43	65.48	Pseudopropionibacterium_propionicum	strict
Sample 102/107	TAF016.B0101	4769590	66	21	17	4	0.001	0	5.25	1e-4	0.0127	0	0	0	0	0	0	0	0	0	69.5	69.5	62.59	Pseudopropionibacterium_propionicum	strict
Sample 103/107	TAF017.A0101	19456044	158499	86317	6190	80127	0.815	0.444	1.077	0.8748	1.6005	34.78	24.32	11.77	7.2	3.76	0.2813	0.103	0.2779	0.1073	37.66	35	64.37	Pseudopropionibacterium_propionicum	strict
Sample 104/107	TAF018.A0101	14681780	202807	130470	36533	93937	1.381	0.889	1.389	1.2999	1.5186	59.52	35.17	18.77	9.22	4.2	0.2425	0.0977	0.2502	0.1008	47.73	43	66.21	Pseudopropionibacterium_propionicum	strict
Sample 105/107	VLD001.A0101	9040714	14395	6782	1098	5684	0.159	0.075	1.193	0.0686	0.2963	6.12	0.55	0.1	0.04	0.02	0.1424	0.0562	0.1511	0.0632	41.66	37	64.96	Pseudopropionibacterium_propionicum	strict
Sample 106/107	WAL001.A0101	14881423	4838	1322	22	1300	0.033	0.009	1.017	0.0149	0.1322	1.4	0.06	0.01	0.01	0	0.041	0.0179	0.0253	0.0242	39.64	36	65.77	Pseudopropionibacterium_propionicum	strict
Sample 107/107	ZAF001.A0101	8749845	3406	1153	426	727	0.039	0.013	1.586	0.0079	0.0933	0.75	0.03	0	0	0	0.0695	0.0427	0.061	0.0433	37.36	34	64.12	Pseudopropionibacterium_propionicum	strict
Sample 1/107	ABM006.A0101	8057367	3847	216	10	206	0.048	0.003	1.049	0.003	0.1429	0.14	0.05	0.02	0.01	0.01	0.0317	0	0.027	0.013	36.3	34	63.18	Rothia_dentocariosa	strict
Sample 2/107	ABM007.A0101	12981357	2961	143	8	135	0.023	0.001	1.059	0.0024	0.1263	0.13	0.03	0.01	0.01	0.01	0.0238	0.0541	0.05	0.0227	44.67	38	59.95	Rothia_dentocariosa	strict
Sample 3/107	ABM008.A0101	5032357	1198	59	1	58	0.024	0.001	1.017	9e-4	0.0591	0.05	0.01	0.01	0.01	0	0.05	0	0.1	0	39.79	36	61.96	Rothia_dentocariosa	strict
Sample 4/107	BAN001.A0101	10106625	209	65	7	58	0.002	0.001	1.121	0.0012	0.0363	0.12	0.01	0	0	0	0	0	0.0526	0	52.45	45.5	53.85	Rothia_dentocariosa	strict
Sample 5/107	BIT001.A0101	23239961	31600	12972	310	12662	0.136	0.056	1.024	0.2859	1.3499	8.57	5.06	3.51	2.66	2.05	0.0176	0.0182	0.0199	0.0181	56.59	52	55.41	Rothia_dentocariosa	strict
Sample 6/107	BSQ001.A0101	10866912	894	97	0	97	0.008	0.001	1	0.0015	0.0441	0.14	0.01	0.01	0	0	0.0303	0.1667	0.0455	0.0435	39.1	36	54.91	Rothia_dentocariosa	strict
Sample 7/107	CDC005.A0101	4526782	914	66	4	62	0.02	0.001	1.065	0.001	0.0416	0.08	0.01	0	0	0	0.1111	0	0.0833	0	41.76	38	58.04	Rothia_dentocariosa	strict
Sample 8/107	CDC006.A0101	15120313	4180	199	6	193	0.028	0.001	1.031	0.003	0.1235	0.17	0.04	0.02	0.01	0.01	0	0	0.0167	0.0189	39.03	35	61.32	Rothia_dentocariosa	strict
Sample 9/107	CDC007.A0101	15878673	5252	314	18	296	0.033	0.002	1.061	0.0043	0.1704	0.18	0.06	0.04	0.03	0.02	0.0211	0.0323	0.0105	0.0215	36.32	34	61.29	Rothia_dentocariosa	strict
Sample 10/107	CDC008.A0101	15094966	5645	1683	56	1627	0.037	0.011	1.034	0.0292	0.201	2.44	0.39	0.07	0.01	0	0.0318	0.0421	0.0411	0.0312	44.92	40	53.65	Rothia_dentocariosa	strict
Sample 11/107	CDC009.A0101	14286106	2668	95	2	93	0.019	0.001	1.022	0.0014	0.0881	0.06	0.02	0.01	0.01	0.01	0.0345	0.1304	0.0938	0.0345	37.43	35	58.89	Rothia_dentocariosa	strict
Sample 12/107	CDC010.A0101	15031925	3720	189	6	183	0.025	0.001	1.033	0.0027	0.1322	0.14	0.04	0.02	0.01	0.01	0.0517	0.0152	0.0492	0.0435	37.42	35	60.41	Rothia_dentocariosa	strict
Sample 13/107	CDC011.A0101	9141614	2186	46	2	44	0.024	0.001	1.045	8e-4	0.0449	0.05	0.01	0	0	0	0	0	0	0	43.7	40.5	60.87	Rothia_dentocariosa	strict
Sample 14/107	DJA002.A0101	11978137	2811	176	8	168	0.023	0.001	1.048	0.0024	0.1282	0.1	0.03	0.02	0.01	0.01	0.0169	0.0328	0	0.0526	36.36	34	62.48	Rothia_dentocariosa	strict
Sample 15/107	DJA006.A0101	13754707	3301	153	8	145	0.024	0.001	1.055	0.0021	0.15310000000000001	0.08	0.03	0.02	0.01	0.01	0.05	0.025	0	0	37.03	34	62.07	Rothia_dentocariosa	strict
Sample 16/107	DJA007.A0101	17395667	4230	188	8	180	0.024	0.001	1.044	0.0027	0.1312	0.12	0.04	0.02	0.02	0.01	0.0167	0	0.0492	0.0345	37.83	35	61.7	Rothia_dentocariosa	strict
Sample 17/107	EBO001.A0101	15767290	81618	29889	1981	27908	0.518	0.19	1.071	0.4738	2.6105	9.8	5.81	4.15	3.29	2.74	0.0328	0.0285	0.0366	0.032	42.55	38	57.77	Rothia_dentocariosa	strict
Sample 18/107	EBO003.A0101	20549945	6448	365	43	322	0.031	0.002	1.134	0.0049	0.2598	0.19	0.05	0.04	0.02	0.02	0.0263	0.0471	0.0459	0.0377	38.23	34	61.65	Rothia_dentocariosa	strict
Sample 19/107	EBO008.A0101	11592824	3384	295	11	284	0.029	0.003	1.039	0.0052	0.1346	0.4	0.03	0.01	0.01	0.01	0.0233	0.0278	0.0396	0.0204	46.31	41	57.33	Rothia_dentocariosa	strict
Sample 20/107	EBO009.A0101	3668406	1043	95	1	94	0.028	0.003	1.011	0.0016	0.0476	0.14	0.01	0	0	0	0	0	0	0.0357	41.74	36	60.16	Rothia_dentocariosa	strict
Sample 21/107	ECO002.B0101	24662284	5291	193	20	173	0.021	0.001	1.116	0.0024	0.1217	0.11	0.03	0.02	0.02	0.01	0.2368	0.069	0.0938	0.1613	35.24	33	53.53	Rothia_dentocariosa	strict
Sample 22/107	ECO004.B0101	20400171	3422	230	10	220	0.017	0.001	1.045	0.0035	0.082	0.29	0.03	0.01	0.01	0	0.25	0.1923	0.1961	0.1087	40.35	34	54.7	Rothia_dentocariosa	strict
Sample 23/107	ECO006.B0101	10488914	751	47	2	45	0.007	0	1.044	8e-4	0.0373	0.06	0.01	0	0	0	0.0526	0.0769	0	0	42.53	35	59.09	Rothia_dentocariosa	strict
Sample 24/107	ECO010.B0101	12246134	2610	78	2	76	0.021	0.001	1.026	0.0011	0.066	0.05	0.02	0.01	0.01	0.01	0.1154	0.1765	0.0833	0	35.71	34	61.75	Rothia_dentocariosa	strict
Sample 25/107	EMN001.A0101	12579489	4241	153	4	149	0.034	0.001	1.027	0.0025	0.1321	0.11	0.03	0.02	0.01	0.01	0.1111	0.0385	0.1702	0	42.18	38	59.73	Rothia_dentocariosa	strict
Sample 26/107	ESA003.A0101	10129501	6439	2111	71	2040	0.064	0.021	1.035	0.045	0.243	4.06	0.31	0.06	0.02	0.01	0.0355	0.0466	0.0367	0.053	55.23	50	54.63	Rothia_dentocariosa	strict
Sample 27/107	ESA004.A0101	7824141	3299	559	12	547	0.042	0.007	1.022	0.0102	0.1373	0.9	0.05	0.02	0.01	0.01	0.0476	0.0455	0.0339	0.0252	46.67	40	56.02	Rothia_dentocariosa	strict
Sample 28/107	ESA006.A0101	11233426	12152	6487	123	6364	0.108	0.058	1.019	0.1244	0.3704	11.3	1.02	0.08	0.02	0.01	0.065	0.0514	0.0695	0.0723	49	44	54.28	Rothia_dentocariosa	strict
Sample 29/107	ESA007.A0101	9903431	2887	101	3	98	0.029	0.001	1.031	0.0016	0.0801	0.08	0.03	0.01	0.01	0.01	0.0294	0.0333	0.08	0.0455	40.38	36.5	60.58	Rothia_dentocariosa	strict
Sample 30/107	ESA008.A0101	9119930	2782	231	3	228	0.031	0.003	1.013	0.0041	0.1053	0.31	0.04	0.02	0.01	0.01	0.0714	0.0625	0.0122	0.0189	45.02	39	58.09	Rothia_dentocariosa	strict
Sample 31/107	FDM001.A0101	4889751	55727	23866	713	23153	1.14	0.488	1.031	0.4097	1.5607	12.53	7.67	5.35	3.92	2.92	0.0342	0.026	0.0291	0.0237	44.34	39	54.01	Rothia_dentocariosa	strict
Sample 32/107	FUM001.A0101	10808498	5299	1940	1393	547	0.049	0.018	3.547	0.0156	0.1472	1.3	0.22	0.03	0.01	0	0	0.0292	0.025	0	71.62	75	55.49	Rothia_dentocariosa	strict
Sample 33/107	FUM002.A0101	17157534	8629	522	52	470	0.05	0.003	1.111	0.008	0.2424	0.49	0.07	0.04	0.03	0.02	0.1027	0.0328	0.0635	0.0615	42.66	36	58.5	Rothia_dentocariosa	strict
Sample 34/107	FUM003.A0101	15708618	4541	1638	317	1321	0.029	0.01	1.24	0.0383	0.2128	3.57	0.21	0.02	0.01	0.01	0.028	0.0077	0.0184	0.0092	72.62	76	55.34	Rothia_dentocariosa	strict
Sample 35/107	GDC002.A0101	11300654	2774	126	5	121	0.025	0.001	1.041	0.0018	0.1163	0.07	0.03	0.02	0.01	0.01	0.0204	0.0444	0	0.0556	37.43	35	62.3	Rothia_dentocariosa	strict
Sample 36/107	GDC004.A0101	12302652	3183	63	0	63	0.026	0.001	1	0.001	0.0386	0.08	0.01	0	0	0	0.0476	0.0625	0	0.0667	38.22	35	57.85	Rothia_dentocariosa	strict
Sample 37/107	GDC005.A0101	9931068	2274	91	3	88	0.023	0.001	1.034	0.0014	0.0542	0.1	0.02	0.01	0.01	0	0	0	0.037	0	39.73	35	59.84	Rothia_dentocariosa	strict
Sample 38/107	GDN001.A0101	30835470	9036	588	222	366	0.029	0.002	1.607	0.0066	0.2286	0.35	0.08	0.04	0.02	0.02	0.156	0.0625	0.1261	0.0778	45.08	37	58.95	Rothia_dentocariosa	strict
Sample 39/107	GDN001.C0101	20505644	800	106	62	44	0.004	0.001	2.409	0.0011	0.0353	0.11	0.01	0	0	0	0	0	0	0	64.11	63	55.05	Rothia_dentocariosa	strict
Sample 40/107	GOY005.A0101	9163118	4438	702	19	683	0.048	0.008	1.028	0.0142	0.1474	1.28	0.06	0.02	0.01	0.01	0.0419	0.0354	0.0513	0.0305	51.94	47	56.77	Rothia_dentocariosa	strict
Sample 41/107	GOY006.A0101	3799236	2820	762	10	752	0.074	0.02	1.013	0.0149	0.1365	1.36	0.1	0.01	0.01	0	0.0571	0.0355	0.0943	0.0389	49.68	46	57.36	Rothia_dentocariosa	strict
Sample 42/107	GUE001.A0101	11156331	490	116	58	58	0.004	0.001	2	0.0018	0.0465	0.16	0.02	0	0	0	0	0	0	0	76.5	75.5	56.34	Rothia_dentocariosa	strict
Sample 43/107	IBA001.A0101	12987664	17356	5152	120	5032	0.134	0.04	1.024	0.0926	0.5086	4.99	2.14	1.08	0.53	0.25	0.0262	0.0296	0.0276	0.0264	46.12	41	56.39	Rothia_dentocariosa	strict
Sample 44/107	IBA002.A0101	19022015	7145	1650	28	1622	0.038	0.009	1.017	0.0322	0.2374	2.42	0.55	0.16	0.03	0.01	0.0237	0.0265	0.0179	0.0246	49.68	43	56.07	Rothia_dentocariosa	strict
Sample 45/107	JAE006.A0101	87883942	540876	387760	26181	361579	0.615	0.441	1.072	11.6072	22.2732	81.82	74.85	69.15	63.92	58.54	0.0117	0.0119	0.0119	0.0118	80.45	76	56.05	Rothia_dentocariosa	strict
Sample 46/107	JAE007.A0101	66419551	481462	388679	11750	376929	0.725	0.585	1.031	12.2968	10.1941	84.5	79.13	75.02	71.8	69.01	0.0098	0.0106	0.01	0.0109	81.75	76	54.28	Rothia_dentocariosa	strict
Sample 47/107	JAE008.A0101	65296039	177702	121728	4332	117396	0.272	0.186	1.037	3.7939	7.6251	69.36	51.82	36.61	25.05	17.5	0.0133	0.0136	0.0156	0.015	80.99	76	55.74	Rothia_dentocariosa	strict
Sample 48/107	JAE009.A0101	66062410	318575	228943	6353	222590	0.482	0.347	1.029	7.1442	7.2933	83.12	76.24	70.23	64.32	58.35	0.0202	0.0194	0.0241	0.0226	80.43	76	54.73	Rothia_dentocariosa	strict
Sample 49/107	JAE010.A0101	60027336	2455921	1950700	149768	1800932	4.091	3.25	1.083	58.0827	39.3709	92.69	91.21	90.01	88.86	87.82	0.0188	0.0166	0.0211	0.018	80.82	76	54.38	Rothia_dentocariosa	strict
Sample 50/107	JAE012.A0101	62752277	1136095	922738	63671	859067	1.81	1.47	1.074	28.1559	22.0236	84.33	80.44	77.86	75.98	74.53	0.011	0.0116	0.0114	0.0119	82.13	76	54.23	Rothia_dentocariosa	strict
Sample 51/107	JAE013.A0101	38954329	214747	163013	3760	159253	0.551	0.418	1.024	5.1449	5.8414	86.64	77.56	67.48	56.75	46.35	0.0153	0.0141	0.0171	0.0159	80.96	76	54.62	Rothia_dentocariosa	strict
Sample 52/107	JAE014.A0101	68620482	65363	41404	790	40614	0.095	0.06	1.019	1.3115	2.0528	54.23	29.7	15.91	9.27	6.13	0.0134	0.0136	0.0158	0.0141	80.92	76	55.29	Rothia_dentocariosa	strict
Sample 53/107	JAE015.A0101	57512281	7828	926	22	904	0.014	0.002	1.024	0.0277	0.2107	2.43	0.17	0.06	0.04	0.02	0.0315	0.0386	0.0418	0.0178	76.73	76	54.62	Rothia_dentocariosa	strict
Sample 54/107	JAE016.A0101	94564553	95429	66743	1238	65505	0.101	0.071	1.019	2.1106	2.1474	68.01	51.76	37.14	24.32	14.49	0.0294	0.027	0.0351	0.0282	80.74	76	53.77	Rothia_dentocariosa	strict
Sample 55/107	KNP001.A0102	16260023	2048	98	3	95	0.013	0.001	1.032	0.002	0.0602	0.16	0.02	0.01	0.01	0	0.0909	0.0476	0.1071	0.125	53.87	51	57.57	Rothia_dentocariosa	strict
Sample 56/107	KNP003.A0102	10394445	2031	63	2	61	0.02	0.001	1.033	0.001	0.0577	0.05	0.02	0.01	0.01	0.01	0	0	0.0588	0	40.23	38	58.92	Rothia_dentocariosa	strict
Sample 57/107	KNP004.A0102	184494	24	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rothia_dentocariosa	strict
Sample 58/107	KNP005.A0102	11095033	788	17	0	17	0.007	0	1	3e-4	0.0234	0.02	0.01	0	0	0	0	0	0	0.25	47.94	40	62.58	Rothia_dentocariosa	strict
Sample 59/107	KNP006.A0102	11159677	2363	83	5	78	0.021	0.001	1.064	0.0013	0.1009	0.06	0.02	0.01	0.01	0.01	0	0	0.0714	0.0588	41.68	36.5	61.37	Rothia_dentocariosa	strict
Sample 60/107	KNP007.A0102	9160659	1251	24	1	23	0.014	0	1.043	4e-4	0.0262	0.03	0.01	0	0	0	0	0	0	0	48	44	58.15	Rothia_dentocariosa	strict
Sample 61/107	KNP009.A0102	11345038	1081	21	0	21	0.01	0	1	4e-4	0.0332	0.02	0.01	0	0	0	0	0	0	0	42.29	43	61.89	Rothia_dentocariosa	strict
Sample 62/107	LIS001.A0101	10615930	6383	2217	46	2171	0.06	0.021	1.021	0.0535	0.262	4.78	0.46	0.06	0.01	0.01	0.0497	0.0391	0.0553	0.0477	61.71	58	55.61	Rothia_dentocariosa	strict
Sample 63/107	LIS002.A0101	11561710	5230	1175	33	1142	0.045	0.01	1.029	0.0202	0.1822	1.89	0.05	0.01	0.01	0.01	0.0888	0.0703	0.0582	0.0412	44.42	40	53.36	Rothia_dentocariosa	strict
Sample 64/107	LIS003.A0101	10417160	14464	7548	154	7394	0.139	0.072	1.021	0.1518	0.4246	13.13	1.68	0.26	0.07	0.03	0.0737	0.0699	0.054	0.0555	51.45	46	53.83	Rothia_dentocariosa	strict
Sample 65/107	LOB001.A0101	8770905	14990	6125	310	5815	0.171	0.07	1.053	0.105	0.551	5.48	2.45	1.26	0.64	0.32	0.0145	0.0164	0.0136	0.0153	45.25	41	57.36	Rothia_dentocariosa	strict
Sample 66/107	MOA001.A0101	15176910	1537	173	2	171	0.01	0.001	1.012	0.0041	0.0652	0.4	0.01	0	0	0	0.1803	0.1111	0.1778	0.129	59.44	53	55.37	Rothia_dentocariosa	strict
Sample 67/107	MTK001.A0101	8268804	133837	59781	4338	55443	1.619	0.723	1.078	1.2426	6.26	10.93	8.26	6.89	6.02	5.39	0.0217	0.0253	0.0212	0.0289	56.17	55	55.53	Rothia_dentocariosa	strict
Sample 68/107	MTM001.A0101	3486856	3342	965	69	896	0.096	0.028	1.077	0.0163	0.1556	1.36	0.19	0.04	0.02	0.01	0.0302	0.0298	0.0118	0.0232	45.53	41	56.07	Rothia_dentocariosa	strict
Sample 69/107	MTM002.A0101	3065269	10105	4143	338	3805	0.33	0.135	1.089	0.0689	0.3927	4.21	1.57	0.68	0.27	0.11	0.0226	0.0133	0.0261	0.027	45.4	40	56.83	Rothia_dentocariosa	strict
Sample 70/107	MTM003.A0101	34546048	200663	84722	6187	78535	0.581	0.245	1.079	1.6474	7.9021	12.84	9.82	8.28	7.28	6.53	0.0214	0.0245	0.024	0.0257	52.57	48	56.07	Rothia_dentocariosa	strict
Sample 71/107	MTM004.A0101	4106490	78175	33499	3291	30208	1.904	0.816	1.109	0.5497	2.4075	10.96	7.49	5.75	4.63	3.84	0.0254	0.0253	0.0281	0.0269	45.6	40	55.44	Rothia_dentocariosa	strict
Sample 72/107	MTM005.A0101	3434086	3902	1386	128	1258	0.114	0.04	1.102	0.0256	0.2222	1.91	0.44	0.1	0.04	0.02	0.0129	0.009	0.0165	0.0153	50.98	46	56.96	Rothia_dentocariosa	strict
Sample 73/107	MTM006.A0101	7069851	81468	34135	3128	31007	1.152	0.483	1.101	0.596	2.7575	10.75	7.39	5.77	4.7	3.94	0.0275	0.0281	0.0306	0.0236	48.17	42	57.5	Rothia_dentocariosa	strict
Sample 74/107	MTM008.A0101	5164298	23302	10001	897	9104	0.451	0.194	1.099	0.2033	1.1157	6.28	3.71	2.6	1.9	1.43	0.0203	0.0259	0.0228	0.025	55.97	53	56.91	Rothia_dentocariosa	strict
Sample 75/107	MTM009.A0101	2385491	19472	8188	691	7497	0.816	0.343	1.092	0.1412	0.7078	6.2	3.22	1.92	1.14	0.7	0.0236	0.0259	0.0208	0.0307	47.21	42	56.63	Rothia_dentocariosa	strict
Sample 76/107	MTM010.A0101	9123626	110991	48139	3173	44966	1.217	0.528	1.071	0.8859	4.0381	11.35	8.36	6.82	5.85	5.11	0.0157	0.021	0.0162	0.0191	49.37	44	56.53	Rothia_dentocariosa	strict
Sample 77/107	MTM011.A0101	4775010	2376	792	47	745	0.05	0.017	1.063	0.0153	0.1516	1.25	0.21	0.04	0.01	0.01	0.0046	0.0332	0.0096	0.0516	51.42	47	56.14	Rothia_dentocariosa	strict
Sample 78/107	MTM012.A0101	10623025	57429	25809	1312	24497	0.541	0.243	1.054	0.5186	2.5134	9.32	6.47	5.07	4.16	3.5	0.0151	0.0172	0.0162	0.0195	53.05	50	55.84	Rothia_dentocariosa	strict
Sample 79/107	MTM013.A0101	7105486	28186	11936	705	11231	0.397	0.168	1.063	0.2279	1.1457	7.08	4.33	2.97	2.19	1.64	0.0131	0.0236	0.0142	0.0228	50.86	46	56	Rothia_dentocariosa	strict
Sample 80/107	MTS001.A0101	6540914	20604	8250	423	7827	0.315	0.126	1.054	0.1438	0.7377	6.19	3.19	1.88	1.18	0.74	0.027	0.0192	0.0296	0.0205	46.04	41	56.77	Rothia_dentocariosa	strict
Sample 81/107	MTS002.A0101	6562562	11904	4807	236	4571	0.181	0.073	1.052	0.0959	0.5516	4.65	2.18	1.21	0.7	0.4	0.0124	0.0129	0.0213	0.0198	52.57	49	57	Rothia_dentocariosa	strict
Sample 82/107	MTS003.A0101	7532301	9268	3294	137	3157	0.123	0.044	1.043	0.0602	0.3721	3.69	1.35	0.57	0.24	0.09	0.0268	0.0263	0.0358	0.0244	47.76	43	56.35	Rothia_dentocariosa	strict
Sample 83/107	OAK001.A0101	11211671	2234	130	39	91	0.02	0.001	1.429	0.0013	0.0622	0.08	0.02	0.01	0.01	0	0	0.0476	0.125	0.0278	36.42	32	58.14	Rothia_dentocariosa	strict
Sample 84/107	OAK002.A0101	14005970	83829	43398	1398	42e3	0.599	0.31	1.033	0.7646	1.3934	39.49	16.85	8.05	4.53	2.85	0.1516	0.0913	0.1529	0.1007	45.62	39	54.58	Rothia_dentocariosa	strict
Sample 85/107	OAK003.A0101	17189509	4276	125	3	122	0.025	0.001	1.025	0.0018	0.0958	0.08	0.03	0.02	0.01	0.01	0.0909	0.0312	0.2667	0.0588	36.74	34	60.3	Rothia_dentocariosa	strict
Sample 86/107	OAK004.A0101	13488774	20835	8618	379	8239	0.154	0.064	1.046	0.1467	0.4931	11.42	2.27	0.6	0.17	0.06	0.1085	0.0727	0.1098	0.0685	44.64	39	55.15	Rothia_dentocariosa	strict
Sample 87/107	OAK005.A0101	16940328	4946	507	15	492	0.029	0.003	1.03	0.0086	0.1609	0.72	0.04	0.02	0.01	0.01	0.0769	0.0719	0.1233	0.1138	43.92	39	57.27	Rothia_dentocariosa	strict
Sample 88/107	OME002.A0101	13994463	8438	1319	37	1282	0.06	0.009	1.029	0.0246	0.4016	0.76	0.43	0.3	0.23	0.18	0.0694	0.0289	0.0472	0.0303	48.14	42	54.8	Rothia_dentocariosa	strict
Sample 89/107	OME003.A0101	13956736	10724	2282	61	2221	0.077	0.016	1.027	0.046	0.7222	0.98	0.63	0.47	0.38	0.32	0.037	0.0325	0.0423	0.0442	51.88	46	53.09	Rothia_dentocariosa	strict
Sample 90/107	OME005.A0101	9470819	3448	487	12	475	0.036	0.005	1.025	0.0105	0.3589	0.36	0.16	0.1	0.07	0.05	0.036	0.0093	0.0254	0.0261	55.45	54	50.98	Rothia_dentocariosa	strict
Sample 91/107	OME007.A0101	11490181	4226	702	41	661	0.037	0.006	1.062	0.0149	0.5914	0.46	0.2	0.1	0.07	0.05	0.0124	0.015	0.0108	0.0126	56.43	54	46.32	Rothia_dentocariosa	strict
Sample 92/107	OME009.A0101	7422246	5883	994	27	967	0.079	0.013	1.028	0.0219	0.394	0.66	0.37	0.26	0.2	0.15	0.0381	0.0304	0.0341	0.0193	56.85	55	55.67	Rothia_dentocariosa	strict
Sample 93/107	PES001.B0101	11872279	4452	709	72	637	0.037	0.006	1.113	0.0137	0.1456	1.17	0.14	0.02	0.01	0.01	0.1605	0.071	0.133	0.0537	54.02	53	56.77	Rothia_dentocariosa	strict
Sample 94/107	PYK001.A0101	15248245	2790	124	4	120	0.018	0.001	1.033	0.0018	0.0956	0.09	0.03	0.02	0.01	0.01	0	0	0.0196	0	38.49	35	61.74	Rothia_dentocariosa	strict
Sample 95/107	PYK002.A0101	17218978	4270	192	13	179	0.025	0.001	1.073	0.0027	0.1339	0.12	0.05	0.02	0.02	0.01	0.1071	0.0217	0.0345	0.037	37.82	34	60.93	Rothia_dentocariosa	strict
Sample 96/107	PYK003.A0101	14732223	3103	108	4	104	0.021	0.001	1.038	0.0016	0.1001	0.06	0.02	0.02	0.01	0.01	0.0732	0	0.04	0	37.59	34	62.46	Rothia_dentocariosa	strict
Sample 97/107	PYK004.A0101	16708305	6881	846	18	828	0.041	0.005	1.022	0.0159	0.229	1.28	0.12	0.04	0.02	0.01	0.0973	0.0425	0.1134	0.0142	48	43	57.32	Rothia_dentocariosa	strict
Sample 98/107	PYK005.A0101	21468513	4588	149	5	144	0.021	0.001	1.035	0.0024	0.1237	0.14	0.02	0.01	0.01	0.01	0.0196	0.0244	0.0222	0.04	42.38	36	60.96	Rothia_dentocariosa	strict
Sample 99/107	SPM001.A0101	4576676	1032	428	348	80	0.023	0.009	5.35	0.0027	0.0772	0.15	0.09	0.03	0.01	0	0	0	0	0	85.39	76	56.87	Rothia_dentocariosa	strict
Sample 100/107	SPM002.A0101	2095474	572	262	106	156	0.027	0.013	1.679	0.0048	0.0762	0.44	0.04	0	0	0	0.0385	0	0	0	77.81	76	53.46	Rothia_dentocariosa	strict
Sample 101/107	TAF008.B0101	11524885	2226	77	8	69	0.019	0.001	1.116	0.001	0.0657	0.04	0.02	0.01	0.01	0	0.2222	0	0.0526	0.1739	34.87	33	63.22	Rothia_dentocariosa	strict
Sample 102/107	TAF016.B0101	4769590	151	56	37	19	0.003	0.001	2.947	5e-4	0.034	0.03	0.02	0.01	0	0	0	0	0	0	72.26	75	52.8	Rothia_dentocariosa	strict
Sample 103/107	TAF017.A0101	19456044	2342	221	31	190	0.012	0.001	1.163	0.0034	0.1232	0.15	0.09	0.03	0.02	0.01	0.1351	0.0526	0.2653	0.0909	44.85	34	52.1	Rothia_dentocariosa	strict
Sample 104/107	TAF018.A0101	14681780	3028	213	65	148	0.021	0.001	1.439	0.0027	0.0691	0.24	0.01	0.01	0	0	0.2632	0.0571	0.1778	0.0526	45.74	39	58.73	Rothia_dentocariosa	strict
Sample 105/107	VLD001.A0101	9040714	2895	357	68	289	0.032	0.004	1.235	0.0063	0.1046	0.55	0.03	0.01	0.01	0.01	0	0.0303	0.0366	0	54.29	47	55.83	Rothia_dentocariosa	strict
Sample 106/107	WAL001.A0101	14881423	11900	3999	107	3892	0.08	0.027	1.027	0.064	0.3502	4.38	1.3	0.45	0.16	0.06	0.0286	0.0281	0.0275	0.0316	41.18	37	56.26	Rothia_dentocariosa	strict
Sample 107/107	ZAF001.A0101	8749845	4494	2495	968	1527	0.051	0.029	1.634	0.0391	0.2268	3.48	0.31	0.06	0.03	0.02	0.0208	0.0047	0.0122	0.0123	64.19	62	54.93	Rothia_dentocariosa	strict
Sample 1/107	ABM006.A0101	8057367	2150	69	3	66	0.027	0.001	1.045	0.0012	0.0418	0.11	0.01	0	0	0	0.0556	0	0	0.0667	41.39	37	43	Streptococcos_gordonii	strict
Sample 2/107	ABM007.A0101	12981357	2331	17	1	16	0.018	0	1.063	3e-4	0.0185	0.03	0	0	0	0	0	0	0	0.5	47.19	44	42.38	Streptococcos_gordonii	strict
Sample 3/107	ABM008.A0101	5032357	885	6	0	6	0.018	0	1	1e-4	0.0105	0.01	0	0	0	0	0	0	0	0	40.67	37	38.93	Streptococcos_gordonii	strict
