Genus	Phylum	Gram_Stain	Oxygen_Tolerance	Motility	Metabolism
Minicystis	Proteobacteria	NA	NA	NA	NA
Thermodesulfatator	Thermodesulfobacteria	Gram_Negative	Anaerobe	Motile	Sulfate reducer
Formosa	Bacteroidetes	Gram_Negative	Anaerobe	Motile	NA
Turicibacter	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Plesiomonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Lacimicrobium	Proteobacteria	NA	NA	NA	NA
Murdochiella	Firmicutes	NA	NA	NA	NA
Hypnocyclicus	Fusobacteria	NA	NA	NA	NA
Sulfurihydrogenibium	Aquificae	Gram_Negative	Unsure	Motile	Sulfur oxidizer
Sulfurihydrogenibium	Aquificae	Gram_Negative	Unsure	Motile	Nitrate reducer
Hydrogenobaculum	Aquificae	Gram_Negative	Anaerobe	Motile	Arsenite oxidizer
Flavisolibacter	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Methylopila	Proteobacteria	Gram_Negative	NA	NA	NA
Anaeromyxobacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	Iron reducer
Niameybacter	Firmicutes	NA	NA	NA	NA
Caviibacterium	Proteobacteria	NA	NA	NA	NA
Allokutzneria	Actinobacteria	Gram_Positive	NA	NA	NA
Moritella	Proteobacteria	Gram_Negative	NA	NA	NA
Paucisalibacillus	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Nevskia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Estrella	Chlamydiae	NA	NA	NA	NA
Marinilabilia	Bacteroidetes	Gram_Negative	NA	NA	NA
Methyloterricola	Proteobacteria	NA	NA	NA	NA
Megamonas	Firmicutes	Gram_Negative	Anaerobe	Nonmotile	NA
Gallaecimonas	Proteobacteria	Gram_Negative	NA	NA	NA
Hydrogenoanaerobacterium	Firmicutes	NA	NA	NA	NA
Holospora	Proteobacteria	NA	NA	NA	NA
Faecalibaculum	Firmicutes	NA	NA	NA	NA
Monaibacterium	Proteobacteria	NA	NA	NA	NA
Lampropedia	Proteobacteria	Gram_Negative	Aerobe	NA	NA
Xylanimicrobium	Actinobacteria	Gram_Positive	NA	NA	NA
Acetoanaerobium	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Fluoribacter	Proteobacteria	Gram_Negative	NA	NA	NA
Eggerthia	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Methylovirgula	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Pseudogracilibacillus	Firmicutes	NA	NA	NA	NA
Fulvimarina	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Omnitrophica	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Candidatus Methylomirabilis	candidate division NC10	NA	NA	NA	NA
Tepidicella	Proteobacteria	NA	NA	NA	NA
Candidatus Contendobacter	Proteobacteria	NA	NA	NA	NA
Pannonibacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	Nitrate reducer
Thermanaeromonas	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	Thiosulfate reducer
Paenarthrobacter	Actinobacteria	Gram_Positive	Anaerobe	Motile	Atrazine metabolism
Beduini	Firmicutes	NA	NA	NA	NA
Abyssicoccus	Firmicutes	NA	NA	NA	NA
Thermosulfurimonas	Thermodesulfobacteria	NA	NA	NA	NA
Caecibacter	Firmicutes	NA	NA	NA	NA
Spirochaeta	Spirochaetes	Gram_Negative	Anaerobe	Motile	Saccharolytic, Utilize carbohydrates
Spirochaeta	Spirochaetes	Gram_Negative	Anaerobe	Motile	Cellulose degrader, Utilize carbohydrates, Xylan degrader
Spirochaeta	Spirochaetes	Gram_Negative	Anaerobe	Motile	Utilize carbohydrates
Litorimicrobium	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Gelatin hydrolysis negative
Herminiimonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Anaerocolumna	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Verrucosispora	Actinobacteria	Gram_Positive	NA	NA	NA
Robiginitomaculum	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Nitrate reducer
Sharpea	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Herbinix	Firmicutes	NA	NA	NA	NA
Thiocapsa	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Byssovorax	Proteobacteria	NA	NA	NA	NA
Kordiimonas	Proteobacteria	Gram_Negative	Aerobe	Motile	NA
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Aerophobetes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Mesonia	Bacteroidetes	Gram_Negative	Anaerobe	Motile	NA
Trichormus	Cyanobacteria	Gram_Negative	Anaerobe	Motile	Carbon dioxide fixation, Hydrogen production, Nitrogen fixation
Trichormus	Cyanobacteria	Gram_Negative	Anaerobe	Motile	Nitrogen fixation
Arsukibacterium	Proteobacteria	NA	NA	NA	NA
Candidatus Promineofilum	Chloroflexi	NA	NA	NA	NA
Anaerolinea	Chloroflexi	Gram_Negative	NA	NA	NA
Haloplasma	unclassified	Gram_Negative	Anaerobe	NA	NA
Viridibacillus	Firmicutes	Gram_Positive	NA	NA	NA
Tidjanibacter	Bacteroidetes	NA	NA	NA	NA
Pseudacidovorax	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Nakamurella	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	Nitrate reducer
Halocynthiibacter	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Leptospirillum	Nitrospirae	Gram_Negative	NA	NA	Iron oxidizer
Glaciecola	Proteobacteria	Gram_Negative	Anaerobe	Motile	Degrades organic material, Utilize carbohydrates
Cloacibacterium	Bacteroidetes	Gram_Negative	NA	NA	NA
Oxalobacter	Proteobacteria	Gram_Negative	Anaerobe	NA	Oxalic acid degrader
Spirosoma	Bacteroidetes	Gram_Negative	Anaerobe	Nonmotile	NA
Kushneria	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Desemzia	Firmicutes	Gram_Positive	NA	NA	NA
Zobellia	Bacteroidetes	Gram_Negative	Anaerobe	Motile	Polymer degrader
Aquisalibacillus	Firmicutes	Gram_Positive	NA	NA	NA
Azotobacter	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Nitrogen fixation, Stores polyhydroxybutyrate
Azotobacter	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Dinitrogen-fixing
Phytobacter	Proteobacteria	NA	NA	NA	NA
Jeotgalibacillus	Firmicutes	Gram_Positive	NA	NA	NA
Harryflintia	Firmicutes	NA	NA	NA	NA
Desulfonispora	Firmicutes	Gram_Positive	Anaerobe	Motile	Taurine fermenter
Parvularcula	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Collimonas	Proteobacteria	Gram_Negative	NA	NA	Chitin degradation
Scardovia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Pseudochrobactrum	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Pseudescherichia	Proteobacteria	Gram_Negative	NA	Motile	NA
Fusicatenibacter	Firmicutes	NA	NA	NA	NA
Kerstersia	Proteobacteria	NA	NA	NA	NA
Histophilus	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Thermobacillus	Firmicutes	Gram_Negative	Anaerobe	NA	Xylan degrader
Tangfeifania	Bacteroidetes	NA	NA	NA	NA
Shimwellia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Angustibacter	Actinobacteria	NA	NA	NA	NA
Stappia	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Schleiferia	Bacteroidetes	Gram_Negative	NA	NA	NA
Enhydrobacter	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Mariniblastus	Planctomycetes	NA	NA	NA	NA
Sphaerotilus	Proteobacteria	Gram_Negative	NA	NA	NA
Tyzzerella	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Thiorhodospira	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Necropsobacter	Proteobacteria	NA	NA	NA	NA
Anaerorhabdus	Bacteroidetes	Gram_Negative	NA	NA	NA
Hugenholtzia	Bacteroidetes	Gram_Negative	Anaerobe	NA	NA
Nitratifractor	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Aliiroseovarius	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Tepidanaerobacter	Firmicutes	Gram_Positive	Anaerobe	Motile	Acetate oxidizer, Methanogen
Amphiplicatus	Proteobacteria	NA	NA	NA	NA
Candidatus Aquiluna	Actinobacteria	Gram_Positive	Anaerobe	NA	NA
Trueperella	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Shimazuella	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Hydrogenivirga	Aquificae	Gram_Negative	Anaerobe	Motile	Hydrogen oxidizer, Sulfur oxidizer
Algiphilus	Proteobacteria	NA	NA	NA	NA
Schlegelella	Proteobacteria	Gram_Negative	NA	NA	NA
Methylocella	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Methane oxidation
Thermobifida	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	Cellulose degrader, Degrades organic material
Roseicitreum	Proteobacteria	NA	NA	NA	NA
Insolitispirillum	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Candidatus Thiosymbion	Proteobacteria	NA	NA	NA	NA
Caldicoprobacter	Firmicutes	Gram_Negative	Anaerobe	NA	NA
Mobilicoccus	Actinobacteria	Gram_Positive	NA	NA	NA
Methyloferula	Proteobacteria	Gram_Negative	NA	NA	NA
Pontivivens	Proteobacteria	NA	NA	NA	NA
Hydrogenophaga	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Tuberibacillus	Firmicutes	Gram_Positive	NA	NA	NA
Geosporobacter	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Amphritea	Proteobacteria	Gram_Negative	NA	NA	NA
Mageeibacillus	Firmicutes	Gram_Positive	NA	NA	NA
Knoellia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Rubellimicrobium	Proteobacteria	Gram_Negative	Anaerobe	Motile	Cellobiose-degrading
Sediminibacter	Bacteroidetes	NA	NA	NA	NA
Intestinibacillus	Firmicutes	NA	NA	NA	NA
Desulfurivibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Pararhodobacter	Proteobacteria	NA	NA	NA	NA
Wenxinia	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Nitrate reducer
Nautilia	Proteobacteria	Gram_Negative	Anaerobe	Motile	Hydrogen oxidizer, Sulfur reducer
Oerskovia	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Cytophaga	Bacteroidetes	Gram_Negative	Anaerobe	Motile	Cellulose degrader, Chitin degradation
Gayadomonas	Proteobacteria	Gram_Negative	NA	NA	NA
Dichotomicrobium	Proteobacteria	Gram_Negative	NA	NA	NA
Candidatus Atelocyanobacterium	Cyanobacteria	Gram_Negative	NA	NA	NA
Kriegella	Bacteroidetes	Gram_Negative	NA	NA	NA
Undibacterium	Proteobacteria	NA	NA	NA	NA
Falsibacillus	Firmicutes	NA	NA	NA	NA
Rubidibacter	Cyanobacteria	NA	NA	NA	NA
Mariniradius	Bacteroidetes	Gram_Negative	NA	NA	NA
Acetomicrobium	Synergistetes	Gram_Negative	Anaerobe	Motile:Nonmotile	NA
Neorickettsia	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Handelsmanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Oceanimonas	Proteobacteria	Gram_Negative	NA	NA	NA
Chelatococcus	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Desulfomonile	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Tropicibacter	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Anaeromassilibacillus	Firmicutes	NA	NA	NA	NA
Pseudobacter	Bacteroidetes	NA	NA	NA	NA
Asaccharobacter	Actinobacteria	Gram_Positive	Anaerobe	NA	NA
Algoriella	Bacteroidetes	NA	NA	NA	NA
Tersicoccus	Actinobacteria	NA	NA	NA	NA
Candidatus Protochlamydia	Chlamydiae	Gram_Negative	NA	NA	NA
Paracandidimonas	Proteobacteria	NA	NA	NA	NA
Muribaculum	Bacteroidetes	NA	NA	NA	NA
Candidatus Carsonella	Proteobacteria	Gram_Negative	NA	NA	NA
Candidatus Tachikawaea	Proteobacteria	NA	NA	NA	NA
Leeia	Proteobacteria	Gram_Negative	Anaerobe	Motile	Nitrate reducer
Selenihalanaerobacter	Firmicutes	NA	NA	NA	NA
Candidatus Paracaedibacter	Proteobacteria	Gram_Negative	NA	NA	NA
Acidimicrobium	Actinobacteria	Gram_Positive	Anaerobe	Motile	Iron oxidizer
Massilibacillus	Firmicutes	NA	NA	NA	NA
Anaerotignum	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	NA
Aquamicrobium	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Pseudoramibacter	Firmicutes	Gram_Positive	NA	NA	NA
Ferrimicrobium	Actinobacteria	Gram_Negative	Anaerobe	Motile	NA
Filimonas	Bacteroidetes	Gram_Negative	NA	NA	NA
Geovibrio	Deferribacteres	Gram_Negative	NA	NA	NA
Haloechinothrix	Actinobacteria	NA	NA	NA	NA
Phormidium	Cyanobacteria	NA	NA	NA	NA
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Riflebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Methylocaldum	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Thermicanus	Firmicutes	Gram_Positive	Anaerobe	NA	NA
Oligotropha	Proteobacteria	Gram_Negative	NA	NA	NA
Thermosynechococcus	Cyanobacteria	Gram_Negative	NA	NA	NA
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Synergistetes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Conservatibacter	Proteobacteria	NA	NA	NA	NA
Yaniella	Actinobacteria	Gram_Positive	NA	NA	NA
Anaeroglobus	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Meridianimaribacter	Bacteroidetes	NA	NA	NA	NA
Jhaorihella	Proteobacteria	Gram_Negative	NA	NA	NA
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Hydrogenedentes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Cognatiyoonia	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Methyloceanibacter	Proteobacteria	NA	NA	NA	NA
Bergeyella	Bacteroidetes	Gram_Negative	NA	NA	NA
Salipaludibacillus	Firmicutes	NA	NA	NA	NA
Cricetibacter	Proteobacteria	NA	NA	NA	NA
Thalassotalea	Proteobacteria	NA	NA	NA	NA
Pluralibacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	Lignin degrader
Rhodovibrio	Proteobacteria	Gram_Negative	Anaerobe	NA	NA
Halolactibacillus	Firmicutes	Gram_Positive	NA	NA	NA
Denitrovibrio	Deferribacteres	Gram_Negative	Anaerobe	Motile	Nitrate reducer
Phreatobacter	Proteobacteria	NA	NA	NA	NA
Thermosporothrix	Chloroflexi	Gram_Positive	Anaerobe	Nonmotile	NA
Gottschalkia	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Lawsonella	Actinobacteria	NA	NA	NA	NA
Thioflexothrix	Proteobacteria	NA	NA	NA	NA
Actinocorallia	Actinobacteria	Gram_Positive	NA	NA	NA
Hwanghaeicola	Proteobacteria	NA	NA	NA	NA
Oceanobacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	Nitrate reducer
Kosmotoga	Thermotogae	Gram_Negative	NA	Motile	NA
Sphingosinicella	Proteobacteria	NA	NA	NA	NA
Fimbriiglobus	Planctomycetes	NA	NA	NA	NA
Ornithinimicrobium	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	Nitrate reducer
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Kiritimatiellaeota	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Desulfospira	Proteobacteria	Gram_Negative	NA	NA	NA
Tumebacillus	Firmicutes	Gram_Positive	NA	NA	NA
Cyanothece	Cyanobacteria	Gram_Negative	Anaerobe	Nonmotile	Nitrogen fixation
Desulfatibacillum	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Sulfate reducer
Desulfatibacillum	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Alkane degrader, Sulfate reducer
Pseudopelagicola	Proteobacteria	NA	NA	NA	NA
Parvibaculum	Proteobacteria	Gram_Negative	Anaerobe	Motile	Surfactant-degrading
Marininema	Firmicutes	NA	NA	NA	NA
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Sumerlaeota	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Pseudospirillum	Proteobacteria	Gram_Negative	NA	NA	NA
Extensimonas	Proteobacteria	NA	NA	NA	NA
Panacagrimonas	Proteobacteria	NA	NA	NA	NA
Microcoleus	Cyanobacteria	Gram_Positive	Anaerobe	Motile	Nitrogen fixation
