767029#Pseudopropionibacterium propionicum F0230a#strain|host|old_name|isolation_source#F0230a|Homo sapiens|Propionibacterium propionicum F0230a|biological product [ENVO:02000043]
767029#Pseudopropionibacterium propionicum F0230a#strain|old_name#F0230a|Propionibacterium propionicum F0230a
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_181
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_182
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_183
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_184
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_185
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_186
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_187
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_188
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_189
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_190
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_191
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_192
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_194
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_195
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_196
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_197
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_198
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_200
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_201
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_204
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_205
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_207
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_208
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_209
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_211
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_215
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_216
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_218
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_219
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_220
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_221
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_222
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_223
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_224
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_225
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_226
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_231
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_232
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_233
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_234
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_235
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_236
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_238
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_239
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_240
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_241
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_242
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_243
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_244
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_245
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_246
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_248
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_249
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_251
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_252
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_253
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_254
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_256
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_257
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_259
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_262
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_265
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_268
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_269
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_270
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_272
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_273
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_274
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_278
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_279
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_281
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_282
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_283
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_284
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_285
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_286
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_287
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_288
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_289
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_290
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_293
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_295
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_297
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_298
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_299
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_304
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_305
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_306
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_309
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_310
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_311
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_312
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_314
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_315
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_317
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_318
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_320
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_321
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_323
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_324
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_327
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_329
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_330
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_332
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_335
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_336
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_337
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_341
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_343
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_344
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_347
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_348
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_350
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_352
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_2
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_3
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_4
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_8
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_10
1403938#Propionibacterium sp. DORA_15#host|metagenome_source|country|isolation_source|lat_lon|collection_date|note#Homo sapiens|human gut metagenome|USA: Chicago, IL|premature infant gut|41.8819 N 87.6278 W|Feb-2012|DORA_PS_14
