genus	individual	species	metric	initial_single_genome	superreference	difference
Fusobacterium	KNP005	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	29700	6383	23317
Fusobacterium	KNP005	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	22.17	9.660389965	12.50961003
Fusobacterium	KNP009	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	4.3632	0.63709905	3.72610095
Fusobacterium	KNP009	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	169122	45255	123867
Fusobacterium	KNP009	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	40.48	25.08612344	15.39387656
Fusobacterium	LIB007.A0115	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0	0	0
Fusobacterium	LIB007.A0115	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	1	0	1
Fusobacterium	LIB007.A0115	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	0	0	0
Fusobacterium	LIB007.A0116	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0	0	0
Fusobacterium	LIB007.A0116	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	0	0	0
Fusobacterium	LIB007.A0116	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	0	0	0
Fusobacterium	LIB007.A0135.SG1.1	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.00E-04	6.40E-06	9.36E-05
Fusobacterium	LIB007.A0135.SG1.1	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	4	1	3
Fusobacterium	LIB007.A0135.SG1.1	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	0.01	0.001275445655	0.008724554345
Fusobacterium	LIB025.A0301	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	6.00E-04	5.88E-05	5.41E-04
Fusobacterium	LIB025.A0301	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	33	6	27
Fusobacterium	LIB025.A0301	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	0.06	0.01172587135	0.04827412865
Fusobacterium	LIB025.A1001	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.00E-04	0	1.00E-04
Fusobacterium	LIB025.A1001	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	9	0	9
Fusobacterium	LIB025.A1001	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	0.01	0	0.01
Fusobacterium	LIB025.A1301	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	2.00E-04	8.83E-05	1.12E-04
Fusobacterium	LIB025.A1301	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	11	6	5
Fusobacterium	LIB025.A1301	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	0.02	0.0145236231	0.005476376895
Fusobacterium	MTM009	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	2.269	0.3012736	1.9677264
Fusobacterium	MTM009	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	117228	25229	91999
Fusobacterium	MTM009	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	41.11	21.07822061	20.03177939
Fusobacterium	OAK002	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	2.8114	0.49050245	2.32089755
Fusobacterium	OAK002	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	172027	56006	116021
Fusobacterium	OAK002	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	66.01	41.54587305	24.46412695
Fusobacterium	OAK005	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.1739	0.09958595	1.07431405
Fusobacterium	OAK005	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	64046	10627	53419
Fusobacterium	OAK005	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	45.48	15.11678762	30.36321238
Fusobacterium	OME002	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.172	4.7163306	-3.5443306
Fusobacterium	OME002	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	54060	12516	41544
Fusobacterium	OME002	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	19.78	9.858166329	9.921833671
Fusobacterium	OME003	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.9451	2.10199545	-0.15689545
Fusobacterium	OME003	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	87073	20430	66643
Fusobacterium	OME003	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	26.04	13.22670059	12.81329941
Fusobacterium	OME005	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	1.9332	1.9242994	0.0089006
Fusobacterium	OME005	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	77250	16739	60511
Fusobacterium	OME005	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	30.45	13.72395982	16.72604018
Fusobacterium	PES001	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.1762	0.0215991	0.1546009
Fusobacterium	PES001	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	9156	2126	7030
Fusobacterium	PES001	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	7.14	3.376433796	3.763566204
Fusobacterium	TAF008	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	0.1135	0.0082221	0.1052779
Fusobacterium	TAF008	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	6891	933	5958
Fusobacterium	TAF008	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	2.2	0.664178039	1.535821961
Fusobacterium	VLC004	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	2.2394	0.31563025	1.92376975
Fusobacterium	VLC004	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	61804	15162	46642
Fusobacterium	VLC004	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	45.4	25.19951467	20.20048533
Fusobacterium	VLC009	Fusobacterium_hwasookii_ChDC_F206	mean_fold_coverage	2.5024	0.8139336	1.6884664
Fusobacterium	VLC009	Fusobacterium_hwasookii_ChDC_F206	number_reads_mapped_after_rmdup	60803	36492	24311
Fusobacterium	VLC009	Fusobacterium_hwasookii_ChDC_F206	percent_coverage_morethan_1x	60.27	51.20581044	9.064189563
Olsenella	DJA002	Olsenella_sp_oral_taxon_807	mean_fold_coverage	4.8642	4.4999766	0.3642234
Olsenella	DJA002	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	378082	346969	31113
Olsenella	DJA002	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	51.5	50.59025979	0.9097402123
Olsenella	EBO003	Olsenella_sp_oral_taxon_807	mean_fold_coverage	15.7994	14.9389505	0.8604495
Olsenella	EBO003	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	1142165	1072324	69841
Olsenella	EBO003	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	76.89	76.60460203	0.2853979745
Olsenella	ECO002	Olsenella_sp_oral_taxon_807	mean_fold_coverage	6.9911	6.8059053	0.1851947
Olsenella	ECO002	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	581674	565397	16277
Olsenella	ECO002	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	86.99	86.84130029	0.1486997076
Olsenella	ECO004	Olsenella_sp_oral_taxon_807	mean_fold_coverage	2.023	1.9051857	0.1178143
Olsenella	ECO004	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	170693	160417	10276
Olsenella	ECO004	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	70.71	70.2211082	0.4888917984
Olsenella	EMN001	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.7202	0.5529976	0.1672024
Olsenella	EMN001	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	40701	28398	12303
Olsenella	EMN001	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	31.28	30.79386417	0.4861358265
Olsenella	FUM002	Olsenella_sp_oral_taxon_807	mean_fold_coverage	1.2348	1.1516471	0.0831529
Olsenella	FUM002	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	88033	81197	6836
Olsenella	FUM002	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	47.67	47.12690033	0.5430996691
Olsenella	GOY005	Olsenella_sp_oral_taxon_807	mean_fold_coverage	4.7983	4.3294344	0.4688656
Olsenella	GOY005	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	371887	333750	38137
Olsenella	GOY005	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	65.02	64.55572204	0.4642779637
Olsenella	JAE008	Olsenella_sp_oral_taxon_807	mean_fold_coverage	3.9601	3.9048593	0.0552407
Olsenella	JAE008	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	155102	152130	2972
Olsenella	JAE008	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	83.7	83.64088705	0.05911295329
Olsenella	JAE014	Olsenella_sp_oral_taxon_807	mean_fold_coverage	31.2358	31.043581	0.192219
Olsenella	JAE014	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	1214334	1205458	8876
Olsenella	JAE014	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	90.9	90.87131661	0.02868338631
Olsenella	KNP001	Olsenella_sp_oral_taxon_807	mean_fold_coverage	4.7996	4.3191776	0.4804224
Olsenella	KNP001	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	281489	248325	33164
Olsenella	KNP001	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	53.41	52.72949058	0.6805094155
Olsenella	KNP004	Olsenella_sp_oral_taxon_807	mean_fold_coverage	28.0563	26.981184	1.075116
Olsenella	KNP004	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	1505674	1434620	71054
Olsenella	KNP004	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	59.68	59.13694519	0.5430548126
Olsenella	KNP005	Olsenella_sp_oral_taxon_807	mean_fold_coverage	4.5806	4.3132367	0.2673633
Olsenella	KNP005	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	249765	231052	18713
Olsenella	KNP005	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	54.72	54.11321001	0.6067899869
Olsenella	KNP009	Olsenella_sp_oral_taxon_807	mean_fold_coverage	8.6988	8.2672596	0.4315404
Olsenella	KNP009	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	479839	451097	28742
Olsenella	KNP009	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	58.04	57.4942004	0.5457995976
Olsenella	LIB007.A0115	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0	0	0
Olsenella	LIB007.A0115	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	1	0	1
Olsenella	LIB007.A0115	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0	0	0
Olsenella	LIB007.A0116	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0	1.15E-05	-1.15E-05
Olsenella	LIB007.A0116	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	4	1	3
Olsenella	LIB007.A0116	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0	0.001151362108	-0.001151362108
Olsenella	LIB007.A0135.SG1.1	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0	0	0
Olsenella	LIB007.A0135.SG1.1	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	2	0	2
Olsenella	LIB007.A0135.SG1.1	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0	0	0
Olsenella	LIB025.A0301	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.001	5.34E-04	4.66E-04
Olsenella	LIB025.A0301	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	64	34	30
Olsenella	LIB025.A0301	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0.08	0.05103334749	0.02896665251
Olsenella	LIB025.A1001	Olsenella_sp_oral_taxon_807	mean_fold_coverage	1.00E-04	2.96E-05	7.04E-05
Olsenella	LIB025.A1001	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	10	1	9
Olsenella	LIB025.A1001	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0.01	0.002956200007	0.007043799993
Olsenella	LIB025.A1301	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0	9.60E-06	-9.60E-06
Olsenella	LIB025.A1301	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	4	1	3
Olsenella	LIB025.A1301	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0	9.65E-04	-9.65E-04
Olsenella	MTM009	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.4687	0.1084384	0.3602616
Olsenella	MTM009	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	36990	8710	28280
Olsenella	MTM009	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	5	2.826313914	2.173686086
Olsenella	OAK002	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.405	0.1867046	0.2182954
Olsenella	OAK002	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	30551	12691	17860
Olsenella	OAK002	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	16.31	14.38496259	1.925037411
Olsenella	OAK005	Olsenella_sp_oral_taxon_807	mean_fold_coverage	41.4353	41.1092644	0.3260356
Olsenella	OAK005	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	2142126	2120077	22049
Olsenella	OAK005	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	91.96	91.94500846	0.01499154371
Olsenella	OME002	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.1843	0.0236368	0.1606632
Olsenella	OME002	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	13171	1746	11425
Olsenella	OME002	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	1.26	0.6406552184	0.6193447816
Olsenella	OME003	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.1759	0.0221183	0.1537817
Olsenella	OME003	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	12242	1566	10676
Olsenella	OME003	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	1.12	0.5448432203	0.5751567797
Olsenella	OME005	Olsenella_sp_oral_taxon_807	mean_fold_coverage	0.2278	0.0243865	0.2034135
Olsenella	OME005	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	15628	1692	13936
Olsenella	OME005	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	0.7	0.3562376598	0.3437623402
Olsenella	PES001	Olsenella_sp_oral_taxon_807	mean_fold_coverage	4.6847	4.5366788	0.1480212
Olsenella	PES001	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	286148	275311	10837
Olsenella	PES001	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	64.84	64.49871405	0.341285947
Olsenella	TAF008	Olsenella_sp_oral_taxon_807	mean_fold_coverage	40.247	39.7259941	0.5210059
Olsenella	TAF008	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	2931074	2888079	42995
Olsenella	TAF008	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	88.55	88.50841039	0.04158961098
Olsenella	VLC004	Olsenella_sp_oral_taxon_807	mean_fold_coverage	21.574	21.4736423	0.1003577
Olsenella	VLC004	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	658405	653623	4782
Olsenella	VLC004	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	90.4	90.38880254	0.01119746327
Olsenella	VLC009	Olsenella_sp_oral_taxon_807	mean_fold_coverage	7.2902	7.2321181	0.0580819
Olsenella	VLC009	Olsenella_sp_oral_taxon_807	number_reads_mapped_after_rmdup	211402	208730	2672
Olsenella	VLC009	Olsenella_sp_oral_taxon_807	percent_coverage_morethan_1x	85.53	85.47821203	0.051787972
Ottowia	DJA002	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.2642	0.1449263	0.1192737
Ottowia	DJA002	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	20240	11146	9094
Ottowia	DJA002	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	11.2	6.957487961	4.242512039
Ottowia	EBO003	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.1396	0.07625	0.06335
Ottowia	EBO003	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	10911	6018	4893
Ottowia	EBO003	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	1.53	1.130910939	0.3990890609
Ottowia	ECO002	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.1464	0.0799082	0.0664918
Ottowia	ECO002	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	11899	6519	5380
Ottowia	ECO002	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	4.68	3.099580523	1.580419477
Ottowia	ECO004	Ottowia_sp_oral_taxon_894	mean_fold_coverage	2.0512	1.1243865	0.9268135
Ottowia	ECO004	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	157794	86820	70974
Ottowia	ECO004	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	74.86	56.66879601	18.19120399
Ottowia	EMN001	Ottowia_sp_oral_taxon_894	mean_fold_coverage	1.4771	0.7696572	0.7074428
Ottowia	EMN001	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	85859	45650	40209
Ottowia	EMN001	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	7.45	6.260853932	1.189146068
Ottowia	FUM002	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.1026	0.0542186	0.0483814
Ottowia	FUM002	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	7935	4212	3723
Ottowia	FUM002	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	2.85	2.039522412	0.8104775884
Ottowia	GOY005	Ottowia_sp_oral_taxon_894	mean_fold_coverage	6.0832	3.7063541	2.3768459
Ottowia	GOY005	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	440449	271525	168924
Ottowia	GOY005	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	30.42	21.98645628	8.433543725
Ottowia	JAE008	Ottowia_sp_oral_taxon_894	mean_fold_coverage	219.0872	126.4900589	92.5971411
Ottowia	JAE008	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	7544072	4369521	3174551
Ottowia	JAE008	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	90.95	90.07735707	0.8726429301
Ottowia	JAE014	Ottowia_sp_oral_taxon_894	mean_fold_coverage	14.4142	7.8022642	6.6119358
Ottowia	JAE014	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	515205	278623	236582
Ottowia	JAE014	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	89.12	83.91046089	5.209539108
Ottowia	KNP001	Ottowia_sp_oral_taxon_894	mean_fold_coverage	13.3916	7.6499262	5.7416738
Ottowia	KNP001	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	695834	395248	300586
Ottowia	KNP001	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	79.01	70.94179575	8.068204248
Ottowia	KNP004	Ottowia_sp_oral_taxon_894	mean_fold_coverage	4.0071	2.295213	1.711887
Ottowia	KNP004	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	198027	112859	85168
Ottowia	KNP004	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	59.1	50.88224246	8.217757537
Ottowia	KNP005	Ottowia_sp_oral_taxon_894	mean_fold_coverage	6.5639	3.6960247	2.8678753
Ottowia	KNP005	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	338329	188866	149463
Ottowia	KNP005	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	58.28	52.2227725	6.057227498
Ottowia	KNP009	Ottowia_sp_oral_taxon_894	mean_fold_coverage	2.1834	1.2323805	0.9510195
Ottowia	KNP009	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	112552	63102	49450
Ottowia	KNP009	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	50.32	41.0048182	9.315181803
Ottowia	LIB007.A0115	Ottowia_sp_oral_taxon_894	mean_fold_coverage	5.00E-04	2.32E-04	2.68E-04
Ottowia	LIB007.A0115	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	30	14	16
Ottowia	LIB007.A0115	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	0.03	0.02047315197	0.009526848027
Ottowia	LIB007.A0116	Ottowia_sp_oral_taxon_894	mean_fold_coverage	2.00E-04	8.34E-05	1.17E-04
Ottowia	LIB007.A0116	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	12	5	7
Ottowia	LIB007.A0116	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	0.02	0.008339647882	0.01166035212
Ottowia	LIB007.A0135.SG1.1	Ottowia_sp_oral_taxon_894	mean_fold_coverage	6.00E-04	3.60E-04	2.40E-04
Ottowia	LIB007.A0135.SG1.1	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	38	22	16
Ottowia	LIB007.A0135.SG1.1	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	0.05	0.03281172937	0.01718827063
Ottowia	LIB025.A0301	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.0027	0.0011751	0.0015249
Ottowia	LIB025.A0301	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	170	78	92
Ottowia	LIB025.A0301	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	0.23	0.1124485309	0.1175514691
Ottowia	LIB025.A1001	Ottowia_sp_oral_taxon_894	mean_fold_coverage	8.00E-04	4.33E-04	3.67E-04
Ottowia	LIB025.A1001	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	53	29	24
Ottowia	LIB025.A1001	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	0.07	0.04145898722	0.02854101278
Ottowia	LIB025.A1301	Ottowia_sp_oral_taxon_894	mean_fold_coverage	7.00E-04	3.48E-04	3.52E-04
Ottowia	LIB025.A1301	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	47	24	23
Ottowia	LIB025.A1301	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	0.07	0.03479410469	0.03520589531
Ottowia	MTM009	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.8921	0.5049305	0.3871695
Ottowia	MTM009	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	62633	35789	26844
Ottowia	MTM009	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	26.48	17.42019145	9.05980855
Ottowia	OAK002	Ottowia_sp_oral_taxon_894	mean_fold_coverage	4.0575	2.2695453	1.7879547
Ottowia	OAK002	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	300869	168818	132051
Ottowia	OAK002	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	81.99	66.78783081	15.20216919
Ottowia	OAK005	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.1489	0.0770057	0.0718943
Ottowia	OAK005	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	10309	5388	4921
Ottowia	OAK005	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	4.42	2.928822814	1.491177186
Ottowia	OME002	Ottowia_sp_oral_taxon_894	mean_fold_coverage	15.7785	8.7276106	7.0508894
Ottowia	OME002	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	722142	398448	323694
Ottowia	OME002	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	92.98	89.60100595	3.378994047
Ottowia	OME003	Ottowia_sp_oral_taxon_894	mean_fold_coverage	15.694	8.6822271	7.0117729
Ottowia	OME003	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	683600	376981	306619
Ottowia	OME003	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	92.74	88.88461653	3.855383472
Ottowia	OME005	Ottowia_sp_oral_taxon_894	mean_fold_coverage	36.1567	20.0588589	16.0978411
Ottowia	OME005	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	1520151	841809	678342
Ottowia	OME005	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	89.25	85.42403862	3.825961375
Ottowia	PES001	Ottowia_sp_oral_taxon_894	mean_fold_coverage	0.3639	0.189324	0.174576
Ottowia	PES001	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	22783	12055	10728
Ottowia	PES001	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	16.01	9.752876409	6.257123591
Ottowia	TAF008	Ottowia_sp_oral_taxon_894	mean_fold_coverage	8.1826	4.5892048	3.5933952
Ottowia	TAF008	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	577312	323132	254180
Ottowia	TAF008	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	88.25	81.6177413	6.632258698
Ottowia	VLC004	Ottowia_sp_oral_taxon_894	mean_fold_coverage	17.515	10.2955227	7.2194773
Ottowia	VLC004	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	538627	313530	225097
Ottowia	VLC004	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	91.57	87.67106105	3.898938954
Ottowia	VLC009	Ottowia_sp_oral_taxon_894	mean_fold_coverage	12.6963	6.9192624	5.7770376
Ottowia	VLC009	Ottowia_sp_oral_taxon_894	number_reads_mapped_after_rmdup	312289	169699	142590
Ottowia	VLC009	Ottowia_sp_oral_taxon_894	percent_coverage_morethan_1x	86.42	78.49509003	7.924909968
Porphyromonas	DJA002	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.414	0.1329712	0.2810288
Porphyromonas	DJA002	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	23935	7544	16391
Porphyromonas	DJA002	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	3.22	2.429034781	0.7909652187
Porphyromonas	EBO003	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.7777	0.5336441	0.2440559
Porphyromonas	EBO003	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	44801	30117	14684
Porphyromonas	EBO003	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	33.23	29.12060287	4.109397134
Porphyromonas	ECO002	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.2587	0.1714758	0.0872242
Porphyromonas	ECO002	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	16395	10767	5628
Porphyromonas	ECO002	Porphyromonas_gingivalis_ATCC_33277	percent_coverage_morethan_1x	12.01	10.09242061	1.91757939
Porphyromonas	ECO004	Porphyromonas_gingivalis_ATCC_33277	mean_fold_coverage	0.203	0.1240086	0.0789914
Porphyromonas	ECO004	Porphyromonas_gingivalis_ATCC_33277	number_reads_mapped_after_rmdup	13050	7976	5074
